Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
289,Ronald Murray,PG,28,TOT,42,19,874,6.3,15.1,.420,0.8,2.6,.317,5.5,12.5,.441,2.8,4.0,.694,0.9,2.5,3.4,5.9,1.6,0.2,3.5,2.1,16.3
289,Ronald Murray,PG,28,DET,19,2,347,5.9,14.4,.410,0.6,2.8,.222,5.3,11.6,.455,2.3,3.8,.595,1.3,2.4,3.7,6.6,1.3,0.1,3.2,2.0,14.7
289,Ronald Murray,PG,28,IND,23,17,527,6.6,15.6,.425,1.0,2.5,.389,5.7,13.1,.432,3.1,4.2,.754,0.7,2.5,3.2,5.5,1.7,0.2,3.6,2.1,17.4
290,Dikembe Mutombo*,C,41,HOU,39,25,619,2.5,4.7,.538,0.0,0.0,,2.5,4.7,.538,1.9,2.6,.711,4.0,7.6,11.6,0.3,0.6,2.8,1.0,3.2,6.9
291,Boštjan Nachbar,PF,27,NJN,75,1,1660,5.3,13.2,.402,2.0,5.7,.359,3.3,7.5,.435,3.3,4.3,.786,1.2,4.4,5.6,1.9,1.0,0.5,1.8,3.9,16.0
292,Eduardo Nájera,PF,31,DEN,78,3,1664,3.8,8.0,.473,1.1,3.2,.361,2.6,4.8,.548,1.4,1.9,.708,2.4,4.8,7.3,2.1,1.5,0.9,1.3,4.3,10.0
293,Steve Nash*,PG,33,PHO,81,81,2780,6.3,12.5,.504,2.3,4.9,.470,4.0,7.5,.527,2.9,3.2,.906,0.4,3.3,3.7,11.6,0.7,0.1,3.8,1.5,17.8
294,Juan Carlos Navarro,SG,27,MEM,82,30,2117,5.2,13.0,.402,2.7,7.3,.361,2.6,5.7,.455,2.1,2.5,.849,0.6,3.0,3.6,3.0,0.8,0.0,2.3,1.6,15.2
295,Jameer Nelson,PG,25,ORL,69,62,1961,5.2,11.1,.469,1.2,2.8,.416,4.0,8.2,.488,2.3,2.8,.828,0.5,3.9,4.5,7.0,1.2,0.1,2.6,3.1,13.9
296,Rasho Nesterović,C,31,TOR,71,39,1486,6.2,11.3,.550,0.0,0.1,.333,6.2,11.2,.552,0.9,1.2,.755,3.1,5.1,8.3,2.0,0.5,1.3,1.5,3.2,13.4
297,Ira Newble,SG-SF,33,TOT,49,13,698,3.9,9.0,.437,0.8,2.5,.327,3.1,6.4,.480,1.0,1.3,.769,2.4,4.0,6.4,0.9,1.4,0.4,1.8,3.6,9.7
297,Ira Newble,SG,33,CLE,41,13,650,3.9,8.8,.449,0.8,2.5,.333,3.1,6.3,.496,1.1,1.4,.769,2.3,4.0,6.3,0.8,1.5,0.4,1.7,3.5,9.8
297,Ira Newble,SF,33,SEA,2,0,17,4.2,14.8,.286,0.0,4.2,.000,4.2,10.6,.400,0.0,0.0,,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,8.5
297,Ira Newble,SF,33,LAL,6,0,31,3.5,10.5,.333,1.2,2.3,.500,2.3,8.1,.286,0.0,0.0,,7.0,5.8,12.8,3.5,1.2,1.2,3.5,5.8,8.1
298,Demetris Nichols,SF,23,TOT,14,0,44,4.9,18.8,.261,2.5,10.6,.231,2.5,8.2,.300,0.0,0.0,,0.0,4.1,4.1,0.8,0.0,2.5,3.3,3.3,12.3
298,Demetris Nichols,SF,23,CLE,3,0,14,2.6,20.6,.125,0.0,7.7,.000,2.6,12.9,.200,0.0,0.0,,0.0,2.6,2.6,0.0,0.0,0.0,5.1,0.0,5.1
298,Demetris Nichols,SF,23,CHI,11,0,30,6.0,18.0,.333,3.6,12.0,.300,2.4,6.0,.400,0.0,0.0,,0.0,4.8,4.8,1.2,0.0,3.6,2.4,4.8,15.6
299,Joakim Noah,C,22,CHI,74,31,1534,4.2,8.6,.482,0.0,0.0,.000,4.2,8.6,.484,3.1,4.6,.691,4.1,5.7,9.8,2.0,1.6,1.5,2.1,4.1,11.5
300,Andrés Nocioni,SF,28,CHI,82,27,2021,6.8,15.6,.432,2.2,6.2,.364,4.5,9.5,.476,3.5,4.3,.807,0.9,5.2,6.1,1.7,0.4,0.8,2.4,4.4,19.2
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
301,Steve Novak,SF,24,HOU,35,0,264,6.7,13.9,.480,4.6,9.7,.479,2.0,4.2,.484,0.4,0.5,.750,0.5,4.2,4.8,0.8,0.3,0.4,0.5,2.3,18.4
302,Dirk Nowitzki*,PF,29,DAL,77,77,2769,8.2,17.1,.479,1.0,2.9,.359,7.2,14.2,.504,6.2,7.1,.879,1.2,7.3,8.6,3.5,0.7,0.9,2.1,2.6,23.6
303,Patrick O'Bryant,C,21,GSW,24,0,99,5.8,10.5,.552,0.0,0.0,,5.8,10.5,.552,1.1,1.8,.600,3.6,6.9,10.5,1.5,1.5,3.3,2.5,9.8,12.7
304,Jermaine O'Neal,C,29,IND,42,34,1206,6.7,15.3,.439,0.0,0.1,.000,6.7,15.1,.444,3.6,4.9,.742,2.4,6.0,8.4,2.8,0.6,2.6,3.2,3.9,17.0
305,Shaquille O'Neal*,C,35,TOT,61,61,1748,6.8,11.5,.593,0.0,0.0,,6.8,11.5,.593,3.5,7.0,.503,3.4,8.0,11.4,1.9,0.7,1.8,3.7,4.7,17.1
305,Shaquille O'Neal*,C,35,MIA,33,33,945,7.3,12.5,.581,0.0,0.0,,7.3,12.5,.581,3.4,6.8,.494,3.8,6.1,9.8,1.7,0.7,2.1,3.7,5.1,17.9
305,Shaquille O'Neal*,C,35,PHO,28,28,803,6.3,10.3,.611,0.0,0.0,,6.3,10.3,.611,3.7,7.2,.513,3.0,10.3,13.3,2.2,0.6,1.5,3.7,4.2,16.2
306,Fabricio Oberto,C,32,SAS,82,64,1644,3.9,6.5,.608,0.0,0.0,.000,3.9,6.5,.610,0.8,1.3,.607,3.4,6.1,9.4,2.1,0.8,0.4,1.1,4.4,8.7
307,Lamar Odom,PF,28,LAL,77,77,2921,5.1,9.8,.525,0.4,1.4,.274,4.8,8.4,.566,2.8,4.0,.698,2.4,7.7,10.1,3.4,0.9,0.9,1.9,2.7,13.5
308,Emeka Okafor,C,25,CHA,82,82,2718,6.1,11.4,.535,0.0,0.0,,6.1,11.4,.535,2.8,5.0,.570,3.4,8.2,11.6,0.9,0.8,1.8,2.2,3.2,15.0
309,Mehmet Okur,C,28,UTA,72,72,2390,5.6,12.7,.445,1.7,4.4,.388,3.9,8.2,.475,2.8,3.5,.804,2.0,6.4,8.4,2.2,0.8,0.4,1.6,3.6,15.8
310,Kevin Ollie,SG,35,PHI,40,0,300,3.5,8.3,.420,0.0,0.1,.000,3.5,8.2,.426,1.4,1.8,.800,0.5,1.8,2.3,4.6,1.2,0.0,0.6,3.4,8.4
311,Bo Outlaw,PF,36,ORL,2,0,7,10.3,15.4,.667,0.0,0.0,,10.3,15.4,.667,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,20.6
312,Travis Outlaw,PF,23,POR,82,6,2186,6.9,15.9,.433,0.7,1.7,.396,6.2,14.2,.437,3.6,4.8,.741,1.6,4.6,6.2,1.7,1.0,1.0,1.8,2.8,18.0
313,Andre Owens,PG,27,IND,31,7,392,3.7,9.8,.374,1.7,3.7,.450,2.0,6.2,.328,2.3,3.1,.735,1.2,3.1,4.3,4.3,1.2,0.3,2.2,3.4,11.3
314,Zaza Pachulia,C,23,ATL,62,5,944,4.1,9.3,.437,0.0,0.1,.000,4.1,9.2,.442,4.1,5.8,.706,3.4,6.1,9.5,1.4,0.9,0.5,2.6,5.3,12.3
315,Jannero Pargo,SG,28,NOH,80,5,1497,6.1,15.7,.390,1.6,4.5,.349,4.5,11.2,.406,1.7,1.9,.877,0.6,2.5,3.1,4.6,1.2,0.1,2.2,3.0,15.5
316,Anthony Parker,SG,32,TOR,82,82,2634,5.4,11.3,.476,1.8,4.2,.438,3.6,7.2,.499,1.4,1.7,.816,0.7,3.9,4.6,2.5,1.1,0.2,1.2,2.1,14.0
317,Smush Parker,PG,26,TOT,28,2,592,3.9,11.2,.348,1.1,4.7,.231,2.8,6.4,.434,1.2,1.7,.679,0.2,2.9,3.1,5.1,1.5,0.4,2.7,3.6,10.0
317,Smush Parker,PG,26,MIA,9,0,183,3.3,10.6,.315,1.2,4.7,.250,2.2,5.9,.367,0.6,0.8,.750,0.4,3.3,3.7,3.0,1.0,0.6,1.6,2.6,8.5
317,Smush Parker,PG,26,LAC,19,2,409,4.1,11.4,.362,1.1,4.8,.222,3.1,6.7,.461,1.4,2.1,.667,0.2,2.6,2.8,6.1,1.7,0.3,3.2,4.1,10.7
318,Tony Parker*,PG,25,SAS,69,68,2312,8.0,16.2,.494,0.3,1.0,.258,7.8,15.2,.510,3.9,5.4,.715,0.5,3.0,3.4,6.4,0.9,0.1,2.6,1.4,20.2
319,Ruben Patterson,SF,32,LAC,20,5,327,4.3,9.5,.453,0.0,0.2,.000,4.3,9.2,.464,2.6,4.7,.558,2.6,4.4,7.0,1.9,2.3,0.8,3.0,4.1,11.2
320,Chris Paul,PG,22,NOH,80,80,3006,7.5,15.5,.488,1.1,3.0,.369,6.4,12.5,.516,4.0,4.7,.851,0.7,3.1,3.8,11.1,2.6,0.0,2.4,2.2,20.2
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
321,Sasha Pavlović,SG,24,CLE,51,45,1188,4.4,12.2,.362,1.0,3.5,.298,3.4,8.8,.388,1.6,2.3,.688,1.1,2.8,3.9,2.5,0.9,0.2,1.7,3.5,11.5
322,Oleksiy Pecherov,C,22,WAS,35,0,320,5.0,14.1,.352,1.9,6.8,.283,3.0,7.3,.415,2.3,3.5,.645,2.4,5.1,7.4,0.8,0.7,0.6,1.9,3.4,14.1
323,Kendrick Perkins,C,23,BOS,78,78,1912,4.0,6.6,.615,0.0,0.0,.000,4.0,6.5,.617,2.1,3.4,.623,2.7,6.2,8.9,1.6,0.6,2.1,2.4,4.6,10.2
324,Kosta Perović,C,22,GSW,7,0,38,2.8,9.5,.300,0.0,0.0,,2.8,9.5,.300,3.8,5.7,.667,5.7,6.6,12.3,0.9,0.0,1.9,0.9,5.7,9.5
325,Morris Peterson,SG,30,NOH,76,76,1796,4.3,10.3,.417,2.3,5.8,.394,2.0,4.6,.445,1.3,1.7,.765,0.7,3.4,4.1,1.3,0.9,0.1,0.8,2.5,12.2
326,Johan Petro,C,22,SEA,72,28,1310,5.1,12.1,.419,0.0,0.0,.000,5.1,12.0,.420,1.8,2.4,.736,2.7,7.5,10.2,0.9,1.0,1.2,2.0,4.8,11.9
327,Eric Piatkowski,SF,37,PHO,16,0,113,3.8,10.5,.364,3.5,8.3,.423,0.3,2.2,.143,1.3,1.3,1.000,0.3,3.5,3.8,3.2,0.0,0.3,1.9,3.5,12.4
328,Paul Pierce*,SF,30,BOS,80,80,2874,6.4,13.8,.464,1.8,4.6,.392,4.6,9.2,.499,5.1,6.1,.843,0.7,4.5,5.1,4.5,1.3,0.5,2.8,2.5,19.7
329,Mickaël Piétrus,SF,25,GSW,66,16,1316,4.7,10.6,.439,1.8,5.0,.361,2.8,5.6,.510,1.8,2.7,.673,1.8,4.8,6.6,1.3,1.8,1.2,1.3,5.5,12.9
330,Scot Pollard,C,32,BOS,22,0,173,2.5,4.8,.522,0.0,0.0,,2.5,4.8,.522,3.1,4.6,.682,2.9,4.8,7.7,0.6,0.6,1.2,1.0,8.9,8.1
331,James Posey,PF,31,BOS,74,2,1821,3.4,8.2,.418,2.1,5.5,.380,1.3,2.7,.496,1.8,2.3,.809,0.6,5.8,6.4,2.3,1.4,0.4,1.3,3.6,10.8
332,Leon Powe,C,24,BOS,56,5,809,6.9,12.0,.572,0.0,0.0,.000,6.9,11.9,.575,6.1,8.6,.710,4.2,5.9,10.1,0.7,0.7,0.7,1.9,5.7,19.8
333,Josh Powell,C,25,LAC,64,25,1228,4.3,9.2,.460,0.0,0.1,.000,4.3,9.1,.465,1.8,2.6,.724,3.4,6.3,9.7,1.4,0.4,0.7,1.9,3.8,10.3
334,Kasib Powell,SF,26,MIA,11,4,304,4.1,11.3,.368,0.9,3.9,.242,3.2,7.3,.435,0.7,1.1,.667,0.9,4.3,5.2,2.1,1.1,0.2,0.6,2.1,9.9
335,Ronnie Price,PG,24,UTA,61,3,588,5.4,12.5,.431,1.6,4.6,.347,3.8,7.9,.481,1.6,2.3,.684,0.5,2.3,2.8,4.8,2.0,0.2,1.8,5.1,14.0
336,Tayshaun Prince,SF,27,DET,82,82,2694,5.6,12.6,.448,0.7,2.0,.363,4.9,10.6,.463,2.5,3.2,.768,1.5,3.9,5.3,3.6,0.6,0.4,1.2,1.2,14.4
337,Gabe Pruitt,PG,21,BOS,15,0,95,5.3,14.8,.359,1.1,4.5,.250,4.2,10.2,.407,0.4,0.8,.500,0.4,2.7,3.0,4.9,1.9,0.0,1.9,3.8,12.1
338,Joel Przybilla,C,28,POR,77,67,1819,2.8,4.9,.576,0.0,0.0,.000,2.8,4.9,.578,1.6,2.4,.680,3.9,9.0,12.8,0.5,0.3,1.8,1.9,4.6,7.3
339,Chris Quinn,PG,24,MIA,60,25,1340,4.2,10.0,.424,1.7,4.3,.403,2.5,5.7,.439,2.3,2.6,.867,0.3,2.9,3.2,4.8,1.2,0.1,1.5,2.4,12.5
340,Vladimir Radmanović,SF,27,LAL,65,41,1483,4.8,10.6,.453,2.3,5.7,.406,2.5,4.9,.507,1.3,1.6,.800,1.4,3.9,5.2,3.0,1.1,0.3,1.8,3.6,13.2
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
341,Shavlik Randolph,PF,24,PHI,9,0,27,5.3,18.7,.286,0.0,0.0,,5.3,18.7,.286,0.0,0.0,,12.0,2.7,14.7,4.0,1.3,4.0,2.7,6.7,10.7
342,Zach Randolph,C,26,NYK,69,68,2244,7.8,17.0,.459,0.4,1.3,.275,7.4,15.7,.474,3.6,4.6,.772,3.0,8.4,11.4,2.2,0.9,0.3,3.0,3.1,19.5
343,Theo Ratliff,C-PF,34,TOT,26,9,437,3.4,7.0,.482,0.0,0.1,.000,3.4,6.9,.488,2.4,3.5,.674,2.6,4.7,7.3,1.2,0.6,3.0,1.7,4.9,9.1
343,Theo Ratliff,PF,34,MIN,10,6,214,3.9,7.6,.511,0.0,0.2,.000,3.9,7.4,.523,2.9,4.2,.680,2.2,4.4,6.6,1.2,0.5,3.2,2.0,5.0,10.6
343,Theo Ratliff,C,34,DET,16,3,223,2.9,6.5,.450,0.0,0.0,,2.9,6.5,.450,1.9,2.9,.667,3.1,5.0,8.1,1.1,0.6,2.9,1.5,4.7,7.7
344,Michael Redd,SG,28,MIL,72,71,2702,7.3,16.6,.442,1.7,4.8,.362,5.6,11.8,.475,5.4,6.5,.820,1.1,3.0,4.1,3.3,0.9,0.2,2.4,1.6,21.7
345,JJ Redick,SG,23,ORL,34,0,276,6.3,14.1,.444,2.2,5.6,.395,4.0,8.5,.477,3.5,4.4,.794,0.1,2.9,3.0,2.1,0.5,0.0,2.0,3.8,18.3
346,Chris Richard,C,23,MIN,52,3,556,2.7,5.6,.471,0.0,0.0,,2.7,5.6,.471,1.0,1.7,.593,3.4,5.4,8.7,1.2,0.6,0.8,1.6,5.4,6.3
347,Jason Richardson,SF,27,CHA,82,82,3149,7.4,16.8,.441,2.8,6.8,.406,4.6,9.9,.466,2.8,3.8,.752,0.9,4.1,5.0,2.9,1.3,0.7,1.9,2.8,20.4
348,Jeremy Richardson,SG-SF,23,TOT,27,1,132,4.4,12.0,.364,1.9,5.2,.368,2.5,6.8,.360,0.5,0.5,1.000,0.3,2.2,2.5,0.5,0.8,0.0,1.6,3.5,11.2
348,Jeremy Richardson,SF,23,MEM,3,0,15,0.0,14.4,.000,0.0,4.8,.000,0.0,9.6,.000,0.0,0.0,,0.0,2.4,2.4,2.4,0.0,0.0,2.4,4.8,0.0
348,Jeremy Richardson,SG,23,SAS,5,1,29,3.7,8.7,.429,2.5,6.2,.400,1.2,2.5,.500,2.5,2.5,1.000,0.0,1.2,1.2,1.2,1.2,0.0,0.0,6.2,12.4
348,Jeremy Richardson,SF,23,ATL,19,0,88,5.3,12.7,.419,2.0,4.9,.417,3.3,7.8,.421,0.0,0.0,,0.4,2.5,2.9,0.0,0.8,0.0,2.0,2.5,12.7
349,Quentin Richardson,SF,27,NYK,65,65,1841,3.9,10.9,.359,1.3,4.2,.322,2.5,6.7,.381,1.2,1.7,.682,1.1,5.1,6.2,2.3,0.9,0.3,1.3,3.0,10.3
350,Luke Ridnour,PG,26,SEA,61,5,1223,4.3,10.8,.399,0.6,2.1,.296,3.7,8.7,.424,2.3,2.7,.857,0.4,2.4,2.8,7.1,1.1,0.4,2.4,3.5,11.6
351,Nate Robinson,PG,23,NYK,72,17,1883,6.3,15.0,.423,1.9,5.6,.332,4.5,9.4,.478,2.9,3.7,.786,1.0,3.3,4.2,4.1,1.1,0.0,2.0,3.6,17.5
352,Sergio Rodríguez,PG,21,POR,72,0,628,4.0,11.2,.352,1.0,3.3,.293,3.0,7.9,.377,1.4,2.2,.658,0.7,2.6,3.3,7.1,1.4,0.0,3.0,3.3,10.3
353,Rajon Rondo,PG,21,BOS,77,77,2306,5.5,11.1,.492,0.1,0.3,.263,5.4,10.8,.499,1.7,2.7,.611,1.2,3.8,5.0,6.1,2.0,0.2,2.3,2.9,12.7
354,Malik Rose,PF,33,NYK,49,3,494,4.8,13.1,.367,0.1,0.5,.286,4.7,12.6,.370,2.7,3.7,.725,2.3,5.2,7.5,2.0,1.2,0.5,2.9,5.8,12.5
355,Quinton Ross,SG,26,LAC,76,44,1505,3.1,8.0,.391,0.2,0.5,.429,2.9,7.5,.389,1.0,1.4,.667,1.3,2.8,4.1,2.1,1.0,0.8,0.7,3.2,7.4
356,Brandon Roy,SG,23,POR,74,74,2792,6.8,15.1,.454,0.9,2.8,.340,5.9,12.3,.480,3.6,4.8,.753,1.0,3.4,4.5,5.5,1.0,0.2,1.8,1.9,18.3
357,Michael Ruffin,C,31,MIL,46,2,632,1.9,3.5,.532,0.0,0.0,,1.9,3.5,.532,1.4,3.6,.397,5.1,5.5,10.6,1.4,1.8,1.1,1.1,5.3,5.2
358,Kareem Rush,SG,27,IND,71,15,1504,5.5,13.6,.401,2.4,6.3,.389,3.0,7.3,.410,0.7,1.0,.714,0.5,3.6,4.0,2.1,1.0,0.5,1.5,2.6,14.1
359,John Salmons,SG,28,SAC,81,41,2517,5.4,11.4,.477,0.6,1.7,.325,4.9,9.7,.504,3.1,3.7,.823,1.1,3.9,5.0,3.0,1.3,0.4,2.4,2.4,14.5
360,Cheikh Samb,C,23,DET,4,0,31,3.5,4.6,.750,0.0,0.0,,3.5,4.6,.750,1.2,2.3,.500,3.5,4.6,8.1,0.0,1.2,2.3,1.2,9.3,8.1
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
361,Brian Scalabrine,PF,29,BOS,48,9,512,2.0,6.6,.309,1.1,3.2,.326,1.0,3.4,.292,1.1,1.4,.750,1.5,4.0,5.6,2.8,0.6,0.6,1.8,4.4,6.2
362,Luis Scola,PF,27,HOU,82,39,2024,6.1,11.9,.515,0.0,0.1,.000,6.1,11.9,.517,2.8,4.2,.668,3.1,6.2,9.3,1.9,1.1,0.3,1.9,4.2,15.1
363,Thabo Sefolosha,SG,23,CHI,69,22,1436,4.5,10.6,.428,0.7,2.2,.330,3.8,8.3,.453,1.9,2.6,.721,1.3,5.1,6.4,3.2,1.5,0.8,2.3,3.2,11.6
364,Mouhamed Sene,C,21,SEA,13,0,62,6.4,13.9,.458,0.0,0.0,,6.4,13.9,.458,4.6,9.9,.471,4.1,5.2,9.3,0.6,0.0,4.1,0.0,5.2,17.4
365,Ramon Sessions,PG,21,MIL,17,7,450,4.1,9.4,.436,0.2,0.6,.429,3.8,8.8,.436,2.6,3.3,.780,0.6,4.0,4.6,10.2,1.4,0.2,2.9,2.1,11.0
366,Bobby Simmons,SF,27,MIL,70,21,1521,4.9,11.7,.421,1.4,4.0,.351,3.5,7.7,.458,1.3,1.7,.757,1.6,3.8,5.3,1.9,1.2,0.1,1.8,3.3,12.6
367,Cedric Simmons,PF,22,TOT,14,0,87,1.7,5.8,.286,0.0,0.0,,1.7,5.8,.286,0.0,4.1,.000,2.5,5.0,7.4,0.0,0.8,2.1,2.5,3.3,3.3
367,Cedric Simmons,PF,22,CLE,7,0,68,1.1,3.2,.333,0.0,0.0,,1.1,3.2,.333,0.0,4.2,.000,2.6,5.3,7.9,0.0,1.1,2.6,2.1,3.7,2.1
367,Cedric Simmons,PF,22,CHI,7,0,19,3.8,15.2,.250,0.0,0.0,,3.8,15.2,.250,0.0,3.8,.000,1.9,3.8,5.7,0.0,0.0,0.0,3.8,1.9,7.6
368,Courtney Sims,C,24,IND,3,0,11,0.0,3.3,.000,0.0,0.0,,0.0,3.3,.000,0.0,0.0,,3.3,3.3,6.5,3.3,0.0,0.0,0.0,6.5,0.0
369,Brian Skinner,C,31,PHO,66,0,844,3.9,8.4,.465,0.1,0.1,.667,3.8,8.3,.462,1.4,2.7,.524,2.7,7.5,10.2,0.6,0.9,3.3,1.7,4.8,9.3
370,Craig Smith,PF,24,MIN,77,11,1547,6.9,12.3,.563,0.0,0.2,.000,6.9,12.1,.572,3.1,4.7,.665,2.9,5.4,8.2,1.4,0.8,0.4,2.1,5.0,16.9
371,J.R. Smith,SG,22,DEN,74,0,1421,7.9,17.1,.461,4.0,9.9,.403,3.9,7.2,.542,3.2,4.5,.719,1.1,2.8,3.9,3.2,1.6,0.3,2.8,3.6,23.0
372,Jason Smith,PF,21,PHI,76,1,1107,4.6,10.1,.455,0.1,0.5,.286,4.5,9.6,.463,1.8,2.7,.659,2.5,5.0,7.5,0.7,0.7,1.6,1.6,4.6,11.1
373,Joe Smith,PF,32,TOT,77,36,1726,6.5,13.6,.478,0.0,0.1,.000,6.5,13.6,.480,3.2,4.3,.755,3.4,5.0,8.4,1.4,0.7,1.0,1.5,3.9,16.2
373,Joe Smith,PF,32,CHI,50,35,1146,7.1,15.2,.466,0.0,0.0,.000,7.1,15.1,.467,3.4,4.2,.807,3.4,4.9,8.3,1.5,0.8,1.0,1.5,3.5,17.6
373,Joe Smith,PF,32,CLE,27,1,580,5.4,10.6,.512,0.0,0.1,.000,5.4,10.4,.518,2.8,4.3,.652,3.4,5.0,8.4,1.2,0.6,1.0,1.4,4.5,13.6
374,Josh Smith,PF,22,ATL,81,81,2873,6.5,14.2,.457,0.3,1.2,.253,6.2,13.0,.477,4.2,5.9,.710,2.0,6.3,8.4,3.4,1.5,2.8,3.1,3.4,17.5
375,Eric Snow,PG,34,CLE,22,5,305,0.7,4.5,.158,0.0,0.2,.000,0.7,4.2,.167,1.2,2.6,.455,0.5,1.9,2.4,5.0,1.2,0.5,1.2,3.5,2.6
376,Kirk Snyder,SF-PF,24,TOT,36,18,761,4.5,8.9,.508,0.2,1.1,.217,4.3,7.9,.548,3.0,4.2,.727,1.4,4.5,6.0,3.0,0.9,0.7,2.5,2.6,12.3
376,Kirk Snyder,PF,24,HOU,9,0,81,5.8,12.4,.464,0.9,4.0,.222,4.9,8.4,.579,2.7,4.9,.545,2.2,3.1,5.3,3.6,0.4,0.4,1.8,2.7,15.1
376,Kirk Snyder,SF,24,MIN,27,18,680,4.4,8.5,.516,0.2,0.7,.214,4.2,7.8,.544,3.1,4.1,.753,1.3,4.7,6.0,3.0,1.0,0.7,2.5,2.6,12.0
377,Darius Songaila,C,29,WAS,80,13,1554,5.0,10.8,.458,0.0,0.0,.000,5.0,10.8,.460,1.6,1.7,.918,1.9,4.4,6.3,3.1,1.2,0.4,2.0,4.2,11.5
378,Jerry Stackhouse,SG,33,DAL,58,13,1412,5.4,13.4,.405,1.5,4.7,.326,3.9,8.7,.447,3.4,3.8,.892,0.8,2.5,3.4,3.7,0.7,0.3,2.2,2.1,15.8
379,DeShawn Stevenson,SG,26,WAS,82,82,2564,4.2,11.0,.386,2.2,5.8,.383,2.0,5.2,.390,2.2,2.8,.797,0.5,2.8,3.3,3.5,0.9,0.2,1.4,1.5,12.9
380,Peja Stojaković,SF,30,NOH,77,77,2711,6.0,13.6,.440,3.1,7.0,.441,2.9,6.7,.438,1.7,1.9,.929,0.8,3.5,4.4,1.3,0.8,0.1,0.8,1.7,16.8
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
381,Awvee Storey,SG,30,MIL,26,0,259,5.4,12.4,.438,0.0,1.0,.000,5.4,11.4,.476,1.9,4.0,.483,4.3,3.2,7.5,2.2,1.0,0.1,1.4,5.7,12.8
382,Damon Stoudamire,PG,34,TOT,60,33,1037,4.2,11.7,.356,1.7,5.2,.336,2.4,6.5,.372,0.9,1.2,.794,0.7,3.4,4.1,5.7,1.0,0.1,2.8,2.6,11.0
382,Damon Stoudamire,PG,34,MEM,29,29,624,4.4,11.2,.397,2.1,5.4,.383,2.4,5.8,.410,1.2,1.5,.808,0.8,3.3,4.1,6.5,1.1,0.0,2.9,2.7,12.2
382,Damon Stoudamire,PG,34,SAS,31,4,413,3.7,12.5,.301,1.2,4.8,.255,2.5,7.7,.330,0.5,0.7,.750,0.5,3.6,4.1,4.6,1.0,0.2,2.6,2.6,9.2
383,Salim Stoudamire,PG,25,ATL,35,0,402,5.8,16.1,.361,2.6,7.6,.341,3.2,8.5,.379,3.7,4.5,.820,0.4,1.8,2.1,2.5,0.6,0.4,1.9,3.0,17.9
384,Amar'e Stoudemire,C,25,PHO,79,79,2677,9.6,16.3,.590,0.1,0.4,.161,9.5,15.9,.601,7.5,9.3,.805,2.4,7.3,9.7,1.6,0.9,2.2,2.3,4.0,26.7
385,D.J. Strawberry,SG,22,PHO,33,0,270,3.9,12.3,.315,0.8,3.3,.240,3.1,8.9,.343,1.2,2.5,.474,1.2,2.5,3.7,4.0,1.6,0.8,1.5,4.8,9.7
386,Rodney Stuckey,PG,21,DET,57,2,1081,5.1,12.7,.401,0.1,0.5,.188,5.0,12.2,.410,4.2,5.2,.814,1.1,3.2,4.3,5.3,1.6,0.2,2.6,3.8,14.5
387,Robert Swift,C,22,SEA,8,4,98,2.2,6.2,.353,0.0,0.0,,2.2,6.2,.353,0.7,0.7,1.000,2.2,4.4,6.6,0.4,1.8,2.2,3.7,5.9,5.1
388,Stromile Swift,PF,28,TOT,56,4,844,5.8,11.3,.509,0.0,0.1,.000,5.8,11.2,.513,3.1,4.6,.670,2.7,5.8,8.5,1.1,0.6,2.3,2.2,4.8,14.6
388,Stromile Swift,PF,28,MEM,35,4,549,6.1,11.6,.525,0.0,0.1,.000,6.1,11.5,.531,3.4,5.3,.642,3.0,5.4,8.5,1.4,0.7,2.4,2.6,4.9,15.6
388,Stromile Swift,PF,28,NJN,21,0,295,5.1,10.7,.477,0.0,0.0,,5.1,10.7,.477,2.6,3.4,.750,2.2,6.3,8.5,0.5,0.6,2.2,1.5,4.8,12.8
