Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
323,Jalen McDaniels,SF,25,TOT,80,1913,,,76%,24%,,-2.8,1.1,35,29,99,15,72,15,312,22,39
323,Jalen McDaniels,SF,25,CHO,56,1494,,,80%,20%,,-5.1,1.1,31,27,80,12,55,13,270,17,34
323,Jalen McDaniels,SF,25,PHI,24,419,,1%,65%,35%,,5.4,0.7,4,2,19,3,17,2,42,5,5
324,Doug McDermott,SF,31,SAS,64,1314,,13%,60%,26%,1%,-10.6,-0.8,29,10,71,9,28,4,215,7,23
325,JaVale McGee,C,35,DAL,42,355,,,,,100%,-7.4,-8.5,10,6,30,14,20,2,25,5,8
326,Bryce McGowens,SG,20,CHO,46,787,3%,63%,35%,,,-8.4,-3.3,19,12,23,7,40,11,122,10,19
327,Rodney McGruder,SG,31,DET,32,524,,56%,40%,4%,,-5.0,4.1,8,2,23,1,9,10,65,1,9
328,Jordan McLaughlin,PG,26,MIN,43,678,97%,4%,,,,6.9,8.6,28,3,22,0,7,6,342,1,8
329,De'Anthony Melton,SG,24,PHI,77,2150,22%,60%,18%,,,2.9,-3.9,56,26,94,9,29,8,492,5,25
330,Sam Merrill,SG,26,CLE,5,59,5%,95%,,,,-3.4,-9.2,0,0,1,0,0,0,13,0,0
331,Chimezie Metu,PF,25,SAC,66,689,,,1%,68%,31%,7.1,5.9,11,13,49,4,34,2,101,8,11
332,Khris Middleton,SF,31,MIL,33,801,,20%,63%,16%,,6.5,3.7,39,19,34,4,39,6,385,11,19
333,Patty Mills,PG,34,BRK,40,567,100%,,,,,-7.2,-9.9,17,8,14,2,9,8,130,1,7
334,Shake Milton,SG,26,PHI,76,1567,18%,68%,14%,1%,,4.2,-0.9,47,20,66,11,56,4,569,13,36
335,Justin Minaya,SF,23,POR,4,89,5%,23%,72%,,,-11.8,-8.3,3,0,7,0,1,0,10,1,0
336,Josh Minott,SF,20,MIN,15,96,,5%,75%,21%,,10.3,10.8,2,1,8,0,4,0,11,0,6
337,Davion Mitchell,PG,24,SAC,80,1447,86%,14%,,,,2.4,0.2,40,8,53,4,16,51,463,9,13
338,Donovan Mitchell,SG,26,CLE,68,2432,30%,69%,1%,,,6.0,0.9,92,58,73,15,136,14,701,40,55
339,Evan Mobley,PF,21,CLE,79,2715,,,,56%,44%,6.5,2.4,41,50,138,23,151,10,530,34,62
340,Isaiah Mobley,PF,23,CLE,12,84,,,35%,46%,19%,18.3,12.9,0,0,5,1,2,1,8,0,2
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
341,Chima Moneke,SF,27,SAC,2,8,,,100%,,,-48.2,-50.6,1,1,2,0,1,0,2,0,0
342,Malik Monk,SG,24,SAC,77,1719,2%,92%,6%,,,1.1,-2.1,85,32,69,13,80,7,694,18,53
343,Moses Moody,SG,20,GSW,63,817,,47%,51%,2%,,-0.7,-3.2,20,6,30,1,30,9,127,12,10
344,Xavier Moon,SG,28,LAC,4,20,17%,83%,,,,-25.0,-25.7,1,0,2,0,0,0,12,0,0
345,Wendell Moore Jr.,SG,21,MIN,29,153,17%,29%,44%,10%,,-12.7,-13.1,5,1,7,0,2,3,45,0,3
346,Ja Morant,PG,23,MEM,61,1948,100%,,,,,6.9,6.5,111,46,46,10,234,25,1170,62,84
347,Marcus Morris,PF,33,LAC,65,1825,,,11%,81%,8%,-0.8,-2.7,18,16,68,10,32,7,283,9,15
348,Markieff Morris,PF,33,TOT,35,355,,,7%,57%,36%,2.5,1.8,10,1,23,5,3,1,68,0,0
348,Markieff Morris,PF,33,BRK,27,285,,,9%,59%,32%,6.2,5.4,8,1,15,3,3,1,55,0,0
348,Markieff Morris,PF,33,DAL,8,70,,,,49%,51%,-12.6,-13.1,2,0,8,2,0,0,13,0,0
349,Monte Morris,PG,27,WAS,62,1695,100%,,,,,0.1,2.4,42,12,34,2,30,15,769,11,19
350,Trey Murphy III,SF,22,NOP,79,2448,,7%,62%,32%,,0.6,-4.0,27,15,96,11,73,16,261,22,23
351,Dejounte Murray,SG,26,ATL,74,2693,29%,70%,1%,,,-1.2,-5.0,85,56,53,6,92,6,1042,26,56
352,Jamal Murray,PG,25,DEN,65,2133,81%,19%,,,,6.2,6.2,93,29,59,8,65,17,923,9,35
353,Keegan Murray,SF,22,SAC,80,2382,,2%,84%,14%,,1.3,-2.6,32,11,112,4,41,19,238,14,40
354,Mike Muscala,C,31,TOT,63,945,,,,9%,91%,9.0,7.1,7,3,50,12,18,3,121,1,10
354,Mike Muscala,C,31,OKC,43,622,,,,,100%,9.5,9.9,5,1,37,8,14,3,89,1,8
354,Mike Muscala,C,31,BOS,20,323,,,,26%,74%,8.2,1.7,2,2,13,4,4,0,32,0,2
355,Svi Mykhailiuk,SF,25,TOT,32,468,1%,23%,69%,7%,1%,1.6,7.2,11,10,13,3,15,3,127,4,11
355,Svi Mykhailiuk,SF,25,NYK,13,40,,,53%,47%,,25.4,22.4,2,0,1,0,3,0,3,1,1
355,Svi Mykhailiuk,SF,25,CHO,19,428,1%,25%,70%,3%,1%,-0.6,5.8,9,10,12,3,12,3,124,3,10
356,Larry Nance Jr.,C,30,NOP,65,1381,,,,19%,81%,7.8,8.8,17,7,57,15,35,15,281,9,14
357,Andrew Nembhard,SG,23,IND,75,2073,29%,70%,1%,,,-6.2,-5.8,84,20,75,7,26,30,807,12,25
358,Aaron Nesmith,SF,23,IND,73,1816,,2%,35%,63%,,-5.4,-3.6,34,13,134,11,60,34,238,12,46
359,Raul Neto,PG,30,CLE,48,505,100%,,,,,2.7,-3.4,17,5,24,1,11,14,192,2,5
360,Georges Niang,PF,29,PHI,78,1512,,,1%,94%,5%,1.7,-5.0,27,7,76,10,20,9,186,8,13
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
361,Daishen Nix,PG,20,HOU,57,914,83%,17%,,,,-7.8,0.7,59,17,32,5,15,4,304,2,12
362,Zeke Nnaji,PF,22,DEN,53,728,,,,23%,77%,-5.8,-11.1,6,3,64,17,25,1,45,5,12
363,Nerlens Noel,C,28,TOT,17,195,,,,2%,98%,-15.6,-9.6,4,5,21,3,4,6,23,0,2
363,Nerlens Noel,C,28,DET,14,152,,,,2%,98%,-17.6,-9.5,2,3,15,2,3,4,16,0,2
363,Nerlens Noel,C,28,BRK,3,43,,,,,100%,-8.7,-10.0,2,2,6,1,1,2,7,0,0
364,Jaylen Nowell,SG,23,MIN,65,1252,15%,61%,22%,1%,,-0.7,-0.8,38,14,54,5,51,14,311,18,38
365,Frank Ntilikina,SG,24,DAL,47,607,17%,59%,24%,1%,,5.9,6.7,12,7,38,2,16,6,150,3,7
366,Kendrick Nunn,SG,27,TOT,70,964,13%,72%,14%,1%,,-2.8,-3.0,38,18,40,2,17,8,208,3,30
366,Kendrick Nunn,SG,27,LAL,39,528,20%,62%,17%,1%,,-3.4,-4.6,20,5,23,1,7,6,78,1,13
366,Kendrick Nunn,SG,27,WAS,31,436,4%,85%,11%,,,-2.2,-1.0,18,13,17,1,10,2,130,2,17
367,Jusuf Nurkić,C,28,POR,52,1391,,,,,100%,-0.3,5.2,44,32,99,34,95,8,364,32,34
368,Jordan Nwora,SF,24,TOT,62,1188,,4%,42%,53%,,-8.5,-10.1,25,22,47,7,49,4,207,17,29
368,Jordan Nwora,SF,24,MIL,38,597,,4%,68%,28%,,-7.1,-12.6,13,11,24,3,24,3,91,8,13
368,Jordan Nwora,SF,24,IND,24,591,,5%,16%,79%,,-9.9,-7.5,12,11,23,4,25,1,116,9,16
369,Royce O'Neale,SF,29,BRK,76,2409,,24%,61%,15%,,2.6,3.5,71,19,139,13,30,25,690,5,28
370,Chuma Okeke,SF,24,ORL,27,518,5%,52%,40%,3%,,-10.4,-8.7,7,3,24,1,9,1,92,1,4
371,Josh Okogie,SG,24,PHO,72,1350,6%,86%,8%,,,5.1,5.0,30,15,59,5,84,38,253,7,26
372,Onyeka Okongwu,C,22,ATL,80,1849,,,,1%,100%,2.3,3.4,22,16,161,31,92,3,204,22,42
373,Isaac Okoro,SF,22,CLE,76,1652,,21%,73%,6%,,6.1,0.7,14,11,68,4,56,10,199,15,16
374,KZ Okpala,PF,23,SAC,35,248,,1%,65%,35%,,3.7,1.5,4,1,17,1,4,7,31,0,2
375,Victor Oladipo,SG,30,MIA,42,1106,45%,54%,2%,,,-1.5,-1.8,50,20,59,2,28,13,345,5,16
376,Kelly Olynyk,C,31,UTA,68,1942,,,,48%,52%,0.0,2.1,75,40,121,32,89,25,606,28,30
377,Eugene Omoruyi,SF,25,TOT,40,645,,2%,37%,57%,5%,-3.5,1.0,14,7,44,7,32,17,63,8,22
377,Eugene Omoruyi,SF,25,OKC,23,272,,3%,39%,49%,9%,0.1,-1.2,6,4,21,5,11,9,26,2,7
377,Eugene Omoruyi,SF,25,DET,17,373,,2%,35%,62%,1%,-6.1,2.6,8,3,23,2,21,8,37,6,15
378,Cedi Osman,SF,27,CLE,77,1548,,5%,56%,39%,,7.1,2.3,21,16,54,6,44,26,276,12,22
379,Kelly Oubre Jr.,SF,27,CHO,48,1548,,58%,42%,,,-7.7,-3.2,22,28,61,7,107,25,124,37,55
380,Chris Paul,PG,37,PHO,59,1889,100%,,,,,1.8,0.0,81,20,59,7,26,8,1233,4,6
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
381,Cameron Payne,PG,28,PHO,48,968,98%,2%,,,,2.7,1.3,49,9,31,9,31,23,494,5,21
382,Gary Payton II,SG,30,TOT,22,367,27%,66%,8%,,,5.1,7.5,5,4,19,5,2,1,77,1,1
382,Gary Payton II,SG,30,POR,15,255,36%,64%,,,,3.5,7.7,3,4,14,3,0,0,56,0,1
382,Gary Payton II,SG,30,GSW,7,112,6%,68%,25%,,,8.6,6.9,2,0,5,2,2,1,21,1,0
383,Theo Pinson,SG,27,DAL,40,323,2%,16%,41%,36%,5%,-5.1,-5.9,7,2,17,1,3,3,115,1,5
384,Scotty Pippen Jr.,PG,22,LAL,6,32,100%,,,,,-6.2,-6.8,2,0,1,0,4,0,5,1,2
385,Mason Plumlee,C,32,TOT,79,2054,,,,,100%,-6.0,-2.8,49,25,117,30,150,9,574,38,38
385,Mason Plumlee,C,32,CHO,56,1597,,,,,100%,-8.2,-4.0,39,16,78,24,122,6,481,32,32
385,Mason Plumlee,C,32,LAC,23,457,,,,,100%,1.6,1.1,10,9,39,6,28,3,93,6,6
386,Jakob Poeltl,C,27,TOT,72,1906,,,,,100%,-3.5,2.8,58,32,125,26,93,4,446,25,34
386,Jakob Poeltl,C,27,SAS,46,1199,,,,,100%,-10.7,-0.9,44,27,76,19,63,3,320,17,21
386,Jakob Poeltl,C,27,TOR,26,707,,,,,100%,8.8,9.2,14,5,49,7,30,1,126,8,13
387,Aleksej Pokusevski,PF,21,OKC,34,701,,,1%,21%,79%,-13.0,-17.3,22,10,38,2,15,1,151,1,8
388,Jordan Poole,PG,23,GSW,82,2458,64%,36%,,,,-0.8,-7.1,107,77,79,29,176,16,906,41,75
389,Kevin Porter Jr.,PG,22,HOU,59,2024,99%,1%,,,,-8.8,-1.1,113,51,58,12,117,12,809,31,62
390,Michael Porter Jr.,SF,24,DEN,62,1798,,,96%,4%,,10.1,12.7,25,20,77,8,57,0,156,15,28
391,Otto Porter Jr.,SF,29,TOR,8,146,10%,75%,14%,,,-9.8,-11.4,2,1,3,0,4,3,18,2,0
392,Bobby Portis,PF,27,MIL,70,1818,,,6%,81%,12%,0.4,-5.9,22,24,55,15,51,1,275,11,34
393,Kristaps Porziņģis,C,27,WAS,65,2120,,,,,100%,1.6,6.2,52,40,112,31,175,8,419,51,57
394,Micah Potter,PF,24,UTA,7,52,,,,97%,3%,-1.7,-0.7,1,1,4,0,0,1,9,0,0
395,Dwight Powell,C,31,DAL,76,1458,,,,,100%,6.2,9.3,15,14,138,28,69,16,169,16,17
396,Norman Powell,SG,29,LAC,60,1567,25%,67%,7%,,,-3.3,-6.5,35,40,54,15,120,10,271,19,39
397,Jason Preston,PG,23,LAC,14,124,100%,,,,,-5.6,-6.5,5,4,6,0,0,1,61,0,0
398,Joshua Primo,SG,20,SAS,4,93,8%,56%,37%,,,-0.4,9.9,6,3,6,0,5,5,45,1,4
399,Taurean Prince,PF,28,MIN,54,1192,,2%,45%,52%,,1.3,2.2,33,15,69,8,38,23,196,13,14
400,Payton Pritchard,PG,25,BOS,48,643,100%,,,,,1.1,-6.5,21,9,16,0,7,2,162,1,9
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
401,Trevelin Queen,SG,25,IND,7,70,40%,60%,,,,7.4,11.0,2,4,3,0,1,2,14,0,1
402,Neemias Queta,C,23,SAC,5,29,,,,,100%,-36.0,-38.6,0,1,5,0,1,1,2,0,0
403,Immanuel Quickley,SG,23,NYK,81,2344,26%,73%,1%,,,6.7,8.6,49,18,77,7,118,10,688,34,31
404,Lester Quinones,SG,22,GSW,4,18,50%,50%,,,,17.9,16.2,2,1,0,0,3,0,4,0,0
405,Julius Randle,PF,28,NYK,77,2737,,,,96%,4%,3.0,-0.5,72,75,87,43,246,9,812,81,57
406,Austin Reaves,SG,24,LAL,64,1843,,44%,48%,8%,,5.2,8.7,49,27,70,8,117,44,520,38,19
407,Cam Reddish,SF,23,TOT,40,990,,1%,84%,16%,,-9.0,-9.7,16,25,46,1,38,5,136,11,19
407,Cam Reddish,SF,23,NYK,20,438,,,99%,2%,,-1.9,-5.7,3,10,20,0,19,3,44,5,9
407,Cam Reddish,SF,23,POR,20,552,,1%,72%,27%,,-14.7,-12.9,13,15,26,1,19,2,92,6,10
408,Davon Reed,SG,27,TOT,43,342,9%,65%,24%,2%,,-12.6,-17.0,9,3,24,2,9,1,56,0,6
408,Davon Reed,SG,27,DEN,35,315,10%,69%,21%,,,-12.8,-17.5,9,3,21,2,7,1,47,0,6
408,Davon Reed,SG,27,LAL,8,27,,26%,50%,25%,,-10.7,-11.4,0,0,3,0,2,0,9,0,0
409,Paul Reed,C,23,PHI,69,755,,,,1%,99%,0.8,-4.9,10,13,81,10,27,2,65,7,17
410,Naz Reid,C,23,MIN,68,1251,,,,16%,84%,-4.6,-6.6,34,21,120,17,61,9,186,19,33
411,Jared Rhoden,SG,23,DET,14,198,,6%,62%,32%,,1.3,10.2,1,0,11,2,2,0,9,0,5
412,Nick Richards,C,25,CHO,65,1217,,,,,100%,-3.8,2.9,10,12,73,33,99,5,89,34,38
413,Josh Richardson,SG,29,TOT,65,1530,23%,70%,6%,1%,,-5.1,1.2,48,14,62,9,27,12,411,9,9
413,Josh Richardson,SG,29,SAS,42,997,34%,61%,5%,,,-7.0,4.2,36,9,33,8,17,6,324,6,7
413,Josh Richardson,SG,29,NOP,23,533,4%,86%,9%,2%,,-1.7,-4.4,12,5,29,1,10,6,87,3,2
414,Austin Rivers,SG,30,MIN,52,1016,35%,63%,2%,,,-5.8,-7.6,10,6,49,1,20,16,184,5,13
415,Duncan Robinson,SF,28,MIA,42,691,1%,6%,55%,38%,,-4.5,-5.2,20,1,48,4,10,7,106,4,5
416,Mitchell Robinson,C,24,NYK,59,1591,,,,,100%,6.5,5.4,11,12,115,9,58,3,133,8,27
417,Orlando Robinson,C,22,MIA,31,425,,,,4%,96%,4.0,4.7,4,5,24,6,14,3,63,3,8
418,Jeremiah Robinson-Earl,PF,22,OKC,43,814,,,10%,42%,47%,0.1,-1.4,6,5,46,2,22,2,104,2,13
419,Isaiah Roby,PF,24,SAS,42,474,,,8%,76%,17%,-11.7,-1.9,13,10,33,3,21,3,87,6,7
420,David Roddy,PF,21,MEM,70,1258,,3%,60%,36%,1%,-2.0,-8.2,21,15,65,9,32,8,140,7,24
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
421,Ryan Rollins,PG,20,GSW,12,62,100%,,,,,-37.3,-39.8,7,5,3,1,0,0,14,0,2
422,Derrick Rose,PG,34,NYK,27,338,91%,9%,,,,-2.9,-6.6,12,5,10,2,6,2,106,1,13
423,Terrence Ross,SG,31,TOT,63,1330,8%,49%,38%,5%,,-3.4,-2.2,23,8,58,3,16,8,228,5,16
423,Terrence Ross,SG,31,ORL,42,944,12%,61%,26%,1%,,-3.1,-0.4,21,6,26,3,10,5,131,4,9
423,Terrence Ross,SG,31,PHO,21,386,,18%,67%,15%,,-4.0,-6.4,2,2,32,0,6,3,97,1,7
424,Terry Rozier,SG,28,CHO,63,2221,32%,65%,3%,,,-6.3,-1.1,56,40,52,15,93,38,756,23,64
425,Ricky Rubio,PG,32,CLE,33,566,60%,40%,,,,3.3,-2.7,22,3,22,0,14,15,281,2,12
426,D'Angelo Russell,PG,26,TOT,71,2304,91%,9%,,,,1.4,0.5,131,34,56,8,79,18,1012,16,23
426,D'Angelo Russell,PG,26,MIN,54,1778,98%,2%,,,,-2.3,-3.9,104,26,48,8,61,15,774,12,17
426,D'Angelo Russell,PG,26,LAL,17,526,65%,35%,,,,14.1,15.4,27,8,8,0,18,3,238,4,6
427,Matt Ryan,SF,25,TOT,34,310,,15%,57%,28%,1%,2.4,2.4,2,1,13,1,4,1,35,0,4
427,Matt Ryan,SF,25,LAL,12,129,,10%,47%,43%,,-2.3,-3.0,1,0,7,1,2,1,10,0,0
427,Matt Ryan,SF,25,MIN,22,181,,18%,64%,17%,1%,5.7,6.2,1,1,6,0,2,0,25,0,4
428,Domantas Sabonis,C,26,SAC,79,2736,,,,,100%,2.9,1.9,81,65,136,55,196,12,1451,46,62
429,Luka Šamanić,PF,23,UTA,7,161,,,60%,40%,,-0.8,0.4,6,1,9,2,7,0,33,1,3
430,Dario Šarić,PF-C,28,TOT,57,806,,,,60%,40%,0.9,-1.0,22,13,66,10,42,3,174,18,18
430,Dario Šarić,PF,28,PHO,37,533,,,,91%,9%,-3.4,-6.0,13,11,46,7,25,3,135,12,14
430,Dario Šarić,C,28,OKC,20,273,,,,,100%,9.1,8.6,9,2,20,3,17,0,39,6,4
431,Olivier Sarr,C,23,OKC,9,114,,,,,100%,6.1,5.0,0,2,10,2,4,1,9,1,0
432,Jordan Schakel,SF,24,WAS,2,6,,16%,84%,,,33.3,34.7,0,0,0,0,0,0,3,0,0
433,Admiral Schofield,PF,25,ORL,37,451,,1%,22%,65%,13%,-9.1,-7.0,11,2,38,2,8,8,79,3,6
434,Dennis Schröder,PG,29,LAL,66,1986,100%,,,,,2.9,4.7,77,24,61,8,86,30,717,20,45
435,Jay Scrubb,SG,22,ORL,2,30,21%,35%,45%,,,-29.6,-27.0,2,0,0,1,1,0,2,0,2
436,Dereon Seabron,SG,22,NOP,5,12,,,55%,45%,,45.5,43.5,0,0,1,0,0,0,0,0,1
437,Alperen Sengun,C,20,HOU,75,2171,,,,,100%,-7.9,0.8,85,44,152,34,123,31,672,42,62
438,Collin Sexton,PG,24,UTA,48,1145,74%,26%,,,,-0.9,0.3,40,26,51,8,92,28,334,24,51
439,Landry Shamet,SG,25,PHO,40,807,41%,59%,,,,1.7,-0.1,18,13,33,2,16,13,211,3,15
440,Day'Ron Sharpe,C,21,BRK,48,552,,,,,100%,-10.3,-13.5,13,11,47,16,25,0,85,6,17
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
441,Shaedon Sharpe,SG,19,POR,80,1779,9%,61%,30%,,,-7.7,-7.3,32,29,63,8,47,8,229,11,31
442,Pascal Siakam,PF,28,TOR,71,2652,,,13%,67%,20%,2.2,3.1,72,44,103,31,228,8,1026,52,35
443,Chris Silva,PF,26,DAL,1,3,,,,100%,,12.5,12.3,0,0,1,1,0,0,0,0,0
444,Ben Simmons,PG,26,BRK,42,1105,25%,71%,4%,,,2.6,1.8,48,16,55,24,22,8,630,8,10
445,Kobi Simmons,SG,25,CHO,5,28,59%,41%,,,,-36.9,-31.4,0,0,0,0,1,1,11,0,0
446,Marko Simonovic,C,23,CHI,7,20,,,,24%,76%,36.0,34.6,0,0,3,0,0,0,0,0,0
447,Anfernee Simons,SG,23,POR,62,2171,38%,60%,2%,,,-1.2,5.4,65,34,73,15,69,11,595,18,42
448,Jericho Sims,C,24,NYK,52,812,,,,17%,83%,-6.3,-11.8,6,5,63,11,8,1,60,4,6
449,Marcus Smart,PG,28,BOS,61,1957,98%,2%,,,,5.9,-1.5,84,22,79,19,48,51,914,11,18
450,Dennis Smith Jr.,PG,25,CHO,54,1390,98%,2%,,,,-1.6,6.4,52,16,63,5,46,6,614,5,37
451,Dru Smith,SG,25,TOT,15,158,58%,41%,1%,,,-8.4,-9.2,1,1,14,0,2,1,51,1,3
451,Dru Smith,SG,25,MIA,5,67,76%,24%,,,,-9.4,-9.4,0,0,7,0,0,1,11,0,0
451,Dru Smith,SG,25,BRK,10,91,45%,53%,2%,,,-7.6,-9.0,1,1,7,0,2,0,40,1,3
452,Ish Smith,PG,34,DEN,43,398,100%,,,,,-4.1,-8.3,30,11,19,1,2,4,241,0,6
453,Jabari Smith Jr.,PF,19,HOU,79,2451,,,,88%,12%,-11.5,-8.5,41,36,137,13,85,12,225,15,35
454,Jalen Smith,C,22,IND,68,1279,,,,29%,71%,-4.5,-1.5,19,21,95,19,67,11,159,19,39
455,Xavier Sneed,SF,25,CHO,4,48,,19%,58%,24%,,-23.9,-18.3,0,2,4,1,1,1,11,0,1
456,Jeremy Sochan,PF,19,SAS,56,1458,,,6%,93%,2%,-7.6,3.8,47,27,58,10,62,7,340,18,48
457,Jaden Springer,SG,20,PHI,16,89,95%,5%,,,,-0.4,-5.3,2,1,11,0,3,0,19,0,3
458,Lamar Stevens,SF,25,CLE,62,1120,,11%,58%,32%,,1.8,-5.4,6,11,45,2,26,6,82,5,29
459,Isaiah Stewart,C,21,DET,50,1414,,,,46%,55%,-8.4,0.2,17,16,70,18,64,5,170,11,20
460,Max Strus,SF,26,MIA,80,2272,,16%,57%,27%,,-4.1,-9.1,40,13,103,9,34,17,397,8,23
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
461,Jalen Suggs,SG,21,ORL,53,1246,31%,53%,16%,,,-2.4,0.6,55,21,54,11,49,27,366,15,29
462,Edmond Sumner,SG,27,BRK,53,736,42%,48%,10%,1%,,2.9,2.0,25,13,38,3,56,10,155,14,25
463,Cole Swider,SF,23,LAL,7,41,,,10%,80%,10%,-1.6,-2.2,0,0,2,0,0,0,10,0,0
464,Jae'Sean Tate,SF,27,HOU,31,677,,38%,55%,7%,,-7.1,1.5,16,8,49,12,30,13,214,9,25
465,Jayson Tatum,SF,24,BOS,74,2732,,13%,53%,34%,,8.3,5.5,79,78,46,32,255,3,874,50,58
466,Terry Taylor,PF,23,TOT,31,264,,8%,10%,73%,9%,4.4,7.2,1,2,7,3,6,1,28,1,6
466,Terry Taylor,PF,23,IND,26,228,,9%,12%,74%,5%,-2.4,1.1,1,2,6,3,4,1,28,1,6
466,Terry Taylor,PF,23,CHI,5,36,,,,67%,33%,47.0,45.8,0,0,1,0,2,0,0,0,0
467,Garrett Temple,SG,36,NOP,25,162,,22%,78%,1%,,-3.0,-5.4,3,0,9,0,2,0,29,0,2
468,Dalen Terry,SG,20,CHI,38,214,,22%,61%,18%,,2.8,1.2,2,2,15,1,10,4,58,1,7
469,Daniel Theis,C,30,IND,7,109,,,,,100%,-8.9,-5.6,0,0,4,1,7,0,23,2,3
470,Cam Thomas,SG,21,BRK,57,948,9%,56%,32%,3%,,-1.3,-3.3,22,18,32,4,76,10,187,18,14
471,Klay Thompson,SF,32,GSW,69,2279,,26%,71%,3%,,3.1,3.1,57,24,73,12,53,3,379,11,33
472,JT Thor,PF,20,CHO,69,969,,,3%,94%,3%,-6.6,-1.0,20,12,46,4,19,1,85,2,13
473,Matisse Thybulle,SF-SG,25,TOT,71,1200,4%,51%,43%,2%,,1.8,1.6,16,3,50,3,16,10,133,4,7
473,Matisse Thybulle,SF,25,PHI,49,591,,31%,65%,4%,,8.8,4.8,5,1,29,2,7,10,53,2,4
473,Matisse Thybulle,SG,25,POR,22,609,7%,71%,22%,,,-5.0,-1.6,11,2,21,1,9,0,80,2,3
474,Xavier Tillman Sr.,C,24,MEM,61,1180,,,,44%,56%,-1.3,-7.0,15,14,55,11,45,3,227,12,34
475,Isaiah Todd,PF,21,WAS,6,61,,,5%,16%,80%,-6.9,-5.7,0,1,2,1,0,0,11,0,1
476,Obi Toppin,PF,24,NYK,67,1050,,,,100%,,2.9,-0.3,14,8,42,9,22,0,160,2,15
477,Juan Toscano-Anderson,SF,29,TOT,52,700,,15%,59%,26%,,-9.2,-9.8,15,8,40,8,9,9,159,2,12
477,Juan Toscano-Anderson,SF,29,LAL,30,365,,7%,51%,42%,,-9.4,-10.9,5,5,24,5,5,5,64,1,6
477,Juan Toscano-Anderson,SF,29,UTA,22,335,,25%,67%,8%,,-8.9,-8.6,10,3,16,3,4,4,95,1,6
478,Karl-Anthony Towns,PF,27,MIN,29,957,,,,65%,35%,0.9,1.4,40,12,57,28,59,6,318,15,19
479,Gary Trent Jr.,SG,24,TOR,66,2118,22%,76%,3%,,,-1.6,-6.2,17,16,42,12,85,10,254,21,32
480,P.J. Tucker,PF,37,PHI,75,1920,,,8%,83%,8%,4.2,-1.1,13,3,97,21,6,12,153,2,9
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
481,Myles Turner,C,26,IND,62,1825,,,,,100%,-1.6,3.4,26,21,130,31,129,5,214,32,30
482,Stanley Umude,SG,23,DET,1,2,,,100%,,,75.0,83.5,0,0,0,0,1,0,0,0,0
483,Jonas Valančiūnas,C,30,NOP,79,1968,,,,,100%,-0.5,-5.1,34,46,123,53,108,1,321,24,47
484,Jarred Vanderbilt,PF,23,TOT,78,1879,,,43%,54%,3%,-1.7,-1.6,29,36,92,16,61,22,462,11,30
484,Jarred Vanderbilt,PF,23,UTA,52,1254,,,51%,45%,5%,-2.5,-2.0,20,20,59,15,43,8,357,8,21
484,Jarred Vanderbilt,PF,23,LAL,26,625,,,28%,71%,1%,-0.1,-0.8,9,16,33,1,18,14,105,3,9
485,Fred VanVleet,PG,28,TOR,69,2535,92%,8%,,,,2.6,3.9,75,33,80,15,102,26,1137,23,57
486,Devin Vassell,SG,22,SAS,38,1178,6%,73%,20%,,,-12.9,-4.0,36,11,38,5,47,4,335,12,18
487,Gabe Vincent,PG,26,MIA,68,1759,82%,19%,,,,-0.1,0.1,48,19,76,13,32,24,403,11,19
488,Noah Vonleh,C,27,BOS,23,171,,,,20%,80%,-2.2,-9.2,2,2,15,7,1,0,20,0,4
489,Nikola Vučević,C,32,CHI,82,2746,,,,1%,100%,-1.0,-8.1,56,36,107,27,71,4,653,22,44
