Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 16_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 23_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 26_level_0,Dunks,Dunks,Unnamed: 29_level_0,Corner 3s,Corner 3s,Unnamed: 32_level_0,Heaves,Heaves
242,Desmond Mason,SF,25,TOT,80,2763,.449,13.0,,.929,.248,.112,.121,.448,.071,,.461,.627,.342,.374,.423,.292,,.725,.952,,.061,52,,.208,.267,,2,0
242,Desmond Mason,SF,25,SEA,52,1811,.436,14.1,,.918,.199,.115,.109,.493,.082,,.449,.677,.312,.384,.404,.291,,.735,1.000,,.055,33,,.127,.143,,1,0
242,Desmond Mason,SF,25,MIL,28,952,.474,11.0,,.951,.340,.106,.143,.363,.049,,.483,.571,.405,.360,.472,.294,,.708,.800,,.071,19,,.471,.375,,1,0
243,Roger Mason,SF,22,CHI,17,113,.355,21.9,,.419,.000,.097,.097,.226,.581,,.385,,.000,.667,.429,.333,,.800,.833,,.000,0,,.333,.667,,0,0
244,Tony Massenburg,C,35,UTA,58,792,.448,7.0,,1.000,.358,.323,.198,.121,.000,,.448,.566,.467,.326,.250,,,.673,,,.099,22,,,,,0,0
245,Walter McCarty,SF,28,BOS,82,1949,.414,17.6,,.407,.189,.062,.062,.093,.593,,.482,.582,.385,.500,.333,.367,,.659,.989,,.062,22,,.504,.392,,1,0
246,Amal McCaskill,C,29,ATL,11,70,.235,0.8,,1.000,.824,.176,.000,.000,.000,,.235,.286,.000,,,,,.500,,,.118,0,,,,,0,0
247,Jelani McCoy,C,25,TOR,67,1367,.491,3.9,,1.000,.537,.339,.096,.028,.000,,.491,.632,.388,.105,.364,,,.490,,,.127,47,,,,,0,0
248,Tracy McGrady*,SG,23,ORL,75,2954,.457,14.4,,.753,.259,.068,.097,.330,.247,,.481,.586,.398,.423,.431,.386,,.317,.503,,.046,79,,.047,.286,,1,0
249,Jeff McInnis,PG,28,POR,75,1311,.444,12.4,,.917,.154,.243,.258,.262,.083,,.469,.569,.485,.459,.405,.171,,.478,.833,,.000,0,,.029,1.000,,3,0
250,Aaron McKie,SF,30,PHI,80,2374,.429,11.8,,.832,.314,.105,.183,.230,.168,,.449,.584,.343,.328,.412,.330,,.590,1.000,,.000,0,,.580,.369,,2,0
251,Stanislav Medvedenko,PF,23,LAL,58,620,.434,8.6,,.992,.341,.205,.205,.233,.008,,.438,.557,.377,.453,.317,.000,,.625,,,.012,3,,.000,,,0,0
252,Ron Mercer,SG,26,IND,72,1671,.409,14.8,,.973,.159,.064,.132,.618,.027,,.415,.600,.237,.392,.390,.188,,.755,.667,,.013,8,,.250,.000,,1,0
253,Chris Mihm,C,23,CLE,52,809,.404,8.0,,.990,.345,.268,.202,.174,.010,,.408,.515,.403,.293,.340,.000,,.638,,,.059,14,,.000,,,0,0
254,Darius Miles,SF,21,CLE,67,2008,.410,8.7,,.978,.396,.188,.170,.223,.022,,.419,.622,.256,.266,.308,.000,,.586,,,.118,71,,.143,.000,,3,0
255,Andre Miller,PG,26,LAC,80,2913,.406,11.2,,.884,.260,.208,.250,.166,.116,,.432,.556,.378,.379,.383,.213,,.268,.783,,.003,2,,.083,.333,,10,0
256,Brad Miller,C,26,IND,73,2270,.493,8.8,,.976,.411,.142,.184,.238,.024,,.498,.653,.263,.431,.421,.313,,.731,1.000,,.058,38,,.125,.500,,0,0
257,Mike Miller,SF,22,TOT,65,2186,.434,15.3,,.651,.257,.064,.056,.274,.349,,.472,.620,.382,.271,.396,.363,,.561,.945,,.021,17,,.170,.392,,0,0
257,Mike Miller,SF,22,ORL,49,1826,.418,16.0,,.638,.234,.052,.058,.294,.362,,.462,.614,.378,.268,.394,.340,,.541,.931,,.021,14,,.164,.381,,0,0
257,Mike Miller,SF,22,MEM,16,360,.510,12.0,,.709,.364,.119,.046,.179,.291,,.514,.636,.389,.286,.407,.500,,.636,1.000,,.020,3,,.205,.444,,0,0
258,Reggie Miller*,SG,37,IND,70,2117,.441,18.6,,.501,.157,.039,.066,.239,.499,,.527,.750,.320,.405,.447,.355,,.905,.947,,.000,0,,.239,.316,,1,0
259,Chris Mills,PF,33,GSW,21,262,.368,14.9,,.764,.151,.132,.132,.349,.236,,.395,.500,.286,.286,.432,.280,,.656,1.000,,.000,0,,.400,.300,,0,0
260,Yao Ming*,C,22,HOU,82,2382,.498,6.8,,.998,.334,.353,.257,.053,.002,,.498,.703,.408,.372,.419,.500,,.550,1.000,,.111,87,,.000,,,1,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
261,Cuttino Mobley,SG,27,HOU,73,3044,.434,14.3,,.702,.267,.085,.101,.248,.298,,.469,.614,.319,.417,.385,.352,,.365,.938,,.036,38,,.324,.408,,4,1
262,Nazr Mohammed,C,25,ATL,35,445,.421,6.8,,1.000,.428,.226,.264,.082,.000,,.421,.559,.389,.310,.154,,,.642,,,.082,12,,,,,0,0
263,Jérôme Moïso,C,24,NOH,51,644,.520,6.7,,1.000,.485,.181,.152,.181,.000,,.520,.699,.484,.308,.258,,,.719,,,.211,31,,,,,0,0
264,Mikki Moore,C,27,TOT,8,43,.385,11.2,,1.000,.308,.077,.154,.462,.000,,.385,.500,.000,.500,.333,,,.800,,,.077,1,,,,,0,0
264,Mikki Moore,C,27,BOS,3,12,.000,17.1,,1.000,.000,.000,.000,1.000,.000,,.000,,,,.000,,,,,,.000,0,,,,,0,0
264,Mikki Moore,C,27,ATL,5,31,.417,10.7,,1.000,.333,.083,.167,.417,.000,,.417,.500,.000,.500,.400,,,.800,,,.083,1,,,,,0,0
265,Terence Morris,SF,24,HOU,49,632,.466,14.5,,.818,.278,.045,.040,.455,.182,,.521,.633,.500,.286,.475,.219,,.800,1.000,,.057,8,,.344,.364,,0,0
266,Troy Murphy,PF,22,GSW,79,2510,.451,11.1,,.981,.284,.138,.147,.413,.019,,.456,.577,.291,.473,.421,.214,,.743,1.000,,.048,35,,.286,.250,,0,0
267,Ronald Murray,SG,23,TOT,14,62,.355,9.4,,.839,.452,.129,.097,.161,.161,,.423,.571,.250,.333,.200,.000,,.273,,,.032,0,,.000,,,0,0
267,Ronald Murray,SG,23,MIL,12,42,.346,9.4,,.846,.462,.115,.077,.192,.154,,.409,.583,.333,.000,.200,.000,,.222,,,.038,0,,.000,,,0,0
267,Ronald Murray,SG,23,SEA,2,20,.400,9.2,,.800,.400,.200,.200,.000,.200,,.500,.500,.000,1.000,,.000,,.500,,,.000,0,,.000,,,0,0
268,Tracy Murray,SF,31,LAL,31,193,.324,19.3,,.465,.113,.042,.070,.239,.535,,.455,.500,.333,.600,.412,.211,,.800,.875,,.042,3,,.132,.000,,0,0
269,Dikembe Mutombo*,C,36,NJN,24,514,.374,4.6,,1.000,.504,.351,.122,.023,.000,,.374,.439,.304,.375,.000,,,.490,,,.107,13,,,,,0,0
270,Mamadou N'Diaye,C,27,TOR,22,364,.448,6.3,,1.000,.344,.417,.167,.073,.000,,.448,.576,.375,.375,.429,,,.558,,,.031,3,,,,,0,0
271,Boštjan Nachbar,SF,22,HOU,14,77,.355,14.9,,.677,.290,.000,.065,.323,.323,,.429,.667,,.000,.300,.200,,.444,1.000,,.000,0,,.600,.000,,0,0
272,Lee Nailon,SF,27,NYK,38,405,.442,7.8,,.995,.337,.311,.179,.168,.005,,.444,.641,.373,.353,.281,.000,,.429,,,.037,7,,.000,,,0,0
273,Eduardo Nájera,SF,26,DAL,48,1103,.558,5.6,,.996,.580,.147,.091,.177,.004,,.561,.664,.529,.286,.390,.000,,.760,,,.043,9,,.000,,,0,0
274,Steve Nash*,PG,28,DAL,82,2711,.465,12.8,,.759,.259,.154,.152,.195,.241,,.482,.625,.386,.408,.424,.413,,.189,.613,,.000,0,,.082,.591,,0,0
275,Rasho Nesterović,C,26,MIN,77,2337,.525,7.2,,.997,.364,.318,.144,.172,.003,,.526,.635,.537,.336,.435,.000,,.783,,,.076,54,,.000,,,0,0
276,Ira Newble,SF,28,ATL,73,1931,.495,11.0,,.820,.392,.062,.126,.240,.180,,.520,.650,.414,.424,.384,.381,,.749,.969,,.069,30,,.786,.409,,1,0
277,Moochie Norris,PG,29,HOU,82,1375,.406,13.4,,.864,.242,.145,.109,.367,.136,,.432,.388,.479,.583,.397,.244,,.407,.909,,.000,0,,.178,.375,,3,0
278,Dirk Nowitzki*,PF,24,DAL,80,3117,.463,15.3,,.738,.163,.076,.200,.299,.262,,.493,.700,.363,.513,.400,.379,,.587,.905,,.028,41,,.156,.443,,2,0
279,Jermaine O'Neal,PF,24,IND,77,2864,.484,7.9,,.983,.268,.398,.212,.106,.017,,.487,.698,.449,.341,.383,.333,,.648,.429,,.098,118,,.333,.143,,0,0
280,Shaquille O'Neal*,C,30,LAL,67,2535,.574,3.6,,1.000,.537,.393,.068,.002,.000,,.574,.745,.403,.232,.000,,,.655,,,.221,251,,,,,0,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
281,Charles Oakley,C,39,WAS,42,514,.418,13.6,,1.000,.218,.036,.109,.636,.000,,.418,.500,.000,.667,.371,,,.826,,,.000,0,,,,,0,0
282,Lamar Odom,SF,23,LAC,49,1679,.439,10.0,,.789,.383,.214,.075,.116,.211,,.469,.590,.435,.261,.268,.326,,.367,.881,,.033,19,,.062,.125,,1,0
283,Mehmet Okur,PF,23,DET,72,1366,.426,12.2,,.735,.307,.170,.125,.132,.265,,.457,.608,.333,.302,.411,.339,,.599,.947,,.033,13,,.116,.308,,0,0
284,Dean Oliver,PG,24,GSW,15,93,.241,13.4,,.793,.310,.103,.103,.276,.207,,.261,.333,.000,.333,.250,.167,,.000,1.000,,.000,0,,.167,.000,,1,0
285,Kevin Ollie,PG,30,TOT,82,1897,.451,10.2,,.986,.345,.122,.141,.379,.014,,.453,.592,.296,.371,.407,.333,,.736,1.000,,.000,0,,.333,.500,,0,0
285,Kevin Ollie,PG,30,MIL,53,1127,.459,10.9,,.980,.314,.098,.173,.396,.020,,.464,.563,.440,.409,.416,.200,,.759,1.000,,.000,0,,.400,.500,,0,0
285,Kevin Ollie,PG,30,SEA,29,770,.441,9.2,,.995,.387,.156,.097,.355,.005,,.438,.625,.172,.278,.394,1.000,,.704,1.000,,.000,0,,.000,,,0,0
286,Michael Olowokandi,C,27,LAC,36,1369,.427,7.2,,1.000,.144,.644,.188,.023,.000,,.427,.556,.456,.244,.300,,,.667,,,.048,19,,,,,0,0
287,Greg Ostertag,C,29,UTA,81,1926,.518,3.7,,1.000,.660,.169,.126,.046,.000,,.518,.619,.273,.366,.400,,,.615,,,.086,27,,,,,0,0
288,Bo Outlaw,C,31,PHO,80,1800,.550,3.3,,.993,.716,.155,.068,.054,.007,,.554,.623,.442,.263,.333,.000,,.699,,,.068,19,,.500,.000,,1,0
289,Chris Owens,SF,23,MEM,1,6,.667,5.7,,1.000,.667,.000,.000,.333,.000,,.667,.500,,,1.000,,,.500,,,.000,0,,,,,0,0
290,Olumide Oyedeji,C,21,ORL,27,145,.435,3.8,,1.000,.652,.217,.043,.087,.000,,.435,.467,.400,1.000,.000,,,.600,,,.217,4,,,,,0,0
291,Robert Pack,PG,33,NOH,28,440,.403,10.7,,.961,.372,.093,.132,.364,.039,,.419,.438,.333,.471,.404,.000,,.596,,,.000,0,,.200,.000,,0,0
292,Scott Padgett,PF,26,UTA,82,1321,.402,14.5,,.686,.270,.078,.078,.260,.314,,.431,.544,.182,.455,.382,.338,,.760,.978,,.031,11,,.038,.200,,0,0
293,Milt Palacio,PG,24,CLE,80,1976,.418,11.3,,.905,.361,.070,.147,.327,.095,,.439,.536,.296,.351,.402,.216,,.636,.750,,.000,0,,.297,.364,,2,0
294,Jannero Pargo,PG,23,LAL,34,342,.398,17.2,,.742,.097,.065,.108,.473,.258,,.435,.778,.000,.400,.432,.292,,.733,.714,,.000,0,,.167,.000,,0,0
295,Smush Parker,PG,21,CLE,66,1103,.402,12.3,,.651,.370,.133,.068,.080,.349,,.445,.600,.222,.348,.185,.322,,.327,.895,,.077,21,,.220,.423,,3,0
296,Tony Parker*,PG,20,SAS,82,2774,.464,12.0,,.767,.295,.195,.074,.203,.233,,.503,.646,.507,.351,.344,.337,,.259,.829,,.003,3,,.181,.364,,2,0
297,Cherokee Parks,PF,30,LAC,30,648,.503,10.1,,.988,.362,.098,.141,.387,.012,,.503,.627,.813,.304,.381,.500,,.778,1.000,,.135,20,,1.000,.500,,0,0
298,Ruben Patterson,SF,27,POR,78,1655,.492,6.1,,.961,.601,.145,.062,.153,.039,,.506,.626,.333,.313,.278,.150,,.661,1.000,,.114,55,,.150,.333,,7,0
299,Gary Payton*,PG,34,TOT,80,3208,.454,10.6,,.876,.328,.156,.166,.226,.124,,.476,.644,.336,.391,.390,.297,,.332,.852,,.000,0,,.275,.280,,0,0
299,Gary Payton*,PG,34,SEA,52,2123,.448,11.1,,.885,.296,.163,.163,.262,.115,,.467,.670,.315,.364,.396,.298,,.302,.853,,.000,0,,.246,.286,,0,0
299,Gary Payton*,PG,34,MIL,28,1085,.466,9.6,,.857,.395,.141,.171,.150,.143,,.495,.604,.388,.444,.366,.294,,.393,.850,,.000,0,,.324,.273,,0,0
300,Anthony Peeler,SG,33,MIN,82,2245,.414,17.7,,.652,.135,.034,.102,.381,.348,,.416,.573,.143,.258,.427,.410,,.648,.954,,.015,9,,.203,.395,,0,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
301,Wesley Person,SG,31,MEM,66,1941,.456,18.6,,.616,.095,.037,.093,.391,.384,,.470,.719,.273,.393,.447,.433,,.874,.960,,.005,3,,.268,.500,,0,0
302,Morris Peterson,SF,25,TOR,82,2949,.392,14.9,,.679,.242,.091,.104,.241,.321,,.418,.596,.347,.268,.332,.337,,.561,.819,,.023,22,,.331,.421,,4,0
303,Eric Piatkowski,SG,32,LAC,62,1360,.471,15.6,,.549,.267,.049,.094,.139,.451,,.531,.672,.273,.381,.452,.398,,.623,.925,,.002,0,,.259,.385,,0,0
304,Paul Pierce*,SG,25,BOS,79,3096,.416,13.6,,.754,.287,.074,.143,.251,.246,,.454,.637,.246,.388,.343,.302,,.415,.703,,.032,46,,.090,.229,,5,0
305,Scottie Pippen*,SF,37,POR,64,1911,.444,13.2,,.777,.273,.109,.116,.280,.223,,.489,.620,.431,.478,.389,.286,,.542,.737,,.027,15,,.263,.286,,1,0
306,Scot Pollard,C,27,SAC,23,325,.460,3.7,,1.000,.621,.241,.080,.057,.000,,.460,.537,.476,.143,.000,,,.525,,,.115,9,,,,,0,0
307,James Posey,SF,26,TOT,83,2518,.411,12.8,,.695,.339,.102,.080,.174,.305,,.457,.604,.325,.217,.359,.306,,.544,.843,,.092,55,,.432,.253,,4,0
307,James Posey,SF,26,DEN,25,872,.373,13.5,,.728,.250,.142,.105,.231,.272,,.411,.593,.261,.265,.373,.273,,.485,.708,,.034,9,,.398,.286,,1,0
307,James Posey,SF,26,HOU,58,1646,.439,12.2,,.671,.407,.072,.061,.131,.329,,.495,.609,.419,.154,.339,.326,,.585,.913,,.136,46,,.454,.234,,3,0
308,Lavor Postell,SG,24,NYK,12,98,.368,14.7,,.816,.158,.105,.184,.368,.184,,.387,.667,.500,.143,.357,.286,,.667,1.000,,.053,2,,.143,.000,,0,0
309,Vitaly Potapenko,C,27,SEA,26,403,.441,7.1,,1.000,.301,.376,.226,.097,.000,,.441,.429,.429,.524,.333,,,.829,,,.000,0,,,,,0,0
310,Tayshaun Prince,SF,22,DET,42,435,.449,15.3,,.602,.212,.136,.102,.153,.398,,.465,.640,.438,.333,.333,.426,,.545,.950,,.034,4,,.277,.385,,0,0
311,Joel Przybilla,C,23,MIL,32,546,.391,3.3,,1.000,.739,.109,.109,.043,.000,,.391,.441,.000,.600,.000,,,.667,,,.065,3,,,,,0,0
312,Vladimir Radmanović,PF,22,SEA,72,1910,.410,16.4,,.561,.181,.121,.073,.186,.439,,.453,.678,.321,.327,.371,.355,,.629,.933,,.042,26,,.290,.318,,3,0
313,Igor Rakočević,PG,24,MIN,42,244,.379,13.4,,.793,.293,.052,.138,.310,.207,,.370,.529,.667,.375,.167,.417,,.471,.800,,.034,1,,.250,.333,,0,0
314,Zach Randolph,PF,21,POR,77,1301,.513,5.4,,.990,.507,.266,.118,.099,.010,,.518,.636,.423,.426,.275,.000,,.606,,,.043,19,,.200,.000,,1,0
315,Theo Ratliff,C,29,ATL,81,2518,.464,8.0,,1.000,.304,.281,.289,.126,.000,,.464,.619,.371,.459,.307,,,.641,,,.099,57,,,,,0,0
316,Željko Rebrača,C,30,DET,30,488,.552,7.4,,1.000,.283,.352,.317,.048,.000,,.552,.683,.588,.370,.714,,,.713,,,.034,4,,,,,0,0
317,Michael Redd,SG,23,MIL,82,2316,.469,15.8,,.572,.213,.084,.103,.171,.428,,.492,.667,.427,.390,.367,.438,,.689,.918,,.009,9,,.315,.366,,0,0
318,Don Reid,PF,29,DET,1,10,.000,1.9,,1.000,.667,.333,.000,.000,.000,,.000,.000,.000,,,,,,,,.000,0,,,,,0,0
319,Efthimios Rentzias,C,27,PHI,35,144,.339,13.3,,.864,.220,.119,.237,.288,.136,,.314,.385,.571,.214,.235,.500,,.688,1.000,,.051,3,,.000,,,1,0
320,Glen Rice,SF,35,HOU,62,1532,.429,19.0,,.444,.101,.085,.085,.173,.556,,.468,.522,.410,.487,.456,.398,,.495,.960,,.011,5,,.228,.293,,0,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
321,Jason Richardson,SG,22,GSW,82,2698,.410,13.6,,.712,.234,.155,.124,.199,.288,,.427,.658,.278,.368,.307,.368,,.450,.821,,.063,64,,.156,.327,,5,0
322,Quentin Richardson,SG,22,LAC,59,1368,.372,12.9,,.637,.377,.099,.059,.103,.363,,.408,.471,.352,.156,.375,.308,,.430,.885,,.049,24,,.121,.333,,3,0
323,Antoine Rigaudeau,SG,31,DAL,11,91,.229,14.9,,.857,.229,.000,.114,.514,.143,,.233,.500,,.000,.167,.200,,.857,1.000,,.000,0,,.800,.250,,0,0
324,Clifford Robinson,PF,36,DET,81,2825,.398,14.4,,.723,.156,.205,.161,.200,.277,,.422,.534,.474,.311,.369,.336,,.593,.954,,.011,10,,.158,.317,,2,1
325,David Robinson*,C,37,SAS,64,1676,.469,5.5,,1.000,.562,.179,.174,.086,.000,,.469,.593,.307,.329,.278,,,.635,,,.160,59,,,,,0,0
326,Eddie Robinson,SF,26,CHI,64,1355,.492,10.0,,.956,.362,.117,.219,.257,.044,,.505,.675,.405,.420,.383,.214,,.697,.667,,.117,35,,.357,.400,,2,0
327,Glenn Robinson,SF,30,ATL,69,2591,.432,14.7,,.789,.105,.144,.313,.228,.211,,.456,.550,.400,.454,.451,.342,,.586,.978,,.009,10,,.171,.400,,2,0
328,Rodney Rogers,PF,31,NJN,68,1303,.402,12.8,,.710,.314,.114,.068,.213,.290,,.430,.538,.346,.355,.340,.333,,.662,.932,,.022,8,,.288,.421,,0,0
329,Sean Rooks,C,33,LAC,70,1344,.421,13.9,,.997,.138,.098,.219,.542,.003,,.422,.634,.414,.323,.410,.000,,.736,,,.010,3,,.000,,,0,0
330,Jalen Rose,SF,30,CHI,82,3351,.406,15.3,,.773,.136,.111,.205,.322,.227,,.416,.514,.400,.401,.389,.370,,.417,.872,,.004,4,,.304,.376,,2,0
331,Malik Rose,PF,28,SAS,79,1933,.459,7.8,,.992,.471,.127,.154,.240,.008,,.459,.576,.300,.361,.377,.400,,.631,.500,,.083,42,,.400,.000,,1,0
332,Guy Rucker,PF,25,GSW,3,4,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0
333,Kareem Rush,PG,22,LAL,76,872,.393,14.7,,.721,.209,.094,.156,.262,.279,,.438,.647,.348,.289,.391,.279,,.675,1.000,,.037,8,,.250,.118,,0,0
334,Bryon Russell,SF,32,WAS,70,1388,.353,18.3,,.542,.144,.042,.062,.294,.458,,.373,.523,.154,.421,.322,.329,,.742,1.000,,.010,3,,.429,.433,,0,0
335,Arvydas Sabonis*,C,38,POR,78,1209,.476,7.5,,.983,.382,.319,.080,.202,.017,,.476,.601,.383,.345,.438,.500,,.740,1.000,,.030,7,,.000,,,0,0
336,John Salmons,PG,23,PHI,64,504,.414,12.8,,.733,.310,.060,.181,.181,.267,,.447,.528,.143,.524,.333,.323,,.711,1.000,,.017,2,,.677,.333,,0,0
337,Soumaila Samake,C,24,LAL,13,77,.417,3.3,,1.000,.583,.167,.208,.000,.000,,.417,.429,.250,.400,,,,.500,,,.083,2,,,,,0,0
338,Jamal Sampson,PF,19,MIL,5,8,.000,4.4,,1.000,.000,1.000,.000,.000,.000,,.000,,.000,,,,,,,,.000,0,,,,,0,0
339,Pepe Sánchez,PG,25,DET,9,37,.000,12.8,,1.000,.200,.200,.000,.600,.000,,.000,.000,.000,,.000,,,,,,.000,0,,,,,0,0
340,Jeryl Sasser,SG,23,ORL,75,1025,.309,12.7,,.787,.295,.140,.121,.232,.213,,.313,.344,.345,.240,.292,.295,,.569,.846,,.010,1,,.318,.357,,1,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
341,Kenny Satterfield,PG,21,TOT,39,502,.301,11.9,,.847,.279,.169,.120,.279,.153,,.323,.431,.194,.273,.314,.179,,.420,.600,,.011,0,,.143,.000,,0,0
341,Kenny Satterfield,PG,21,DEN,22,420,.309,12.2,,.830,.279,.158,.115,.279,.170,,.336,.413,.192,.316,.348,.179,,.370,.600,,.012,0,,.143,.000,,0,0
341,Kenny Satterfield,PG,21,PHI,17,82,.222,9.2,,1.000,.278,.278,.167,.278,.000,,.222,.600,.200,.000,.000,,,1.000,,,.000,0,,,,,0,0
342,Predrag Savović,SG,26,DEN,27,256,.312,13.3,,.720,.355,.054,.043,.269,.280,,.373,.455,.400,.250,.280,.154,,.760,1.000,,.000,0,,.077,.000,,0,0
343,Brian Scalabrine,PF,24,NJN,59,724,.402,13.1,,.769,.290,.112,.071,.296,.231,,.415,.490,.368,.417,.360,.359,,.667,.857,,.024,2,,.154,.000,,0,0
344,Ansu Sesay,SF,26,SEA,45,448,.383,9.4,,1.000,.421,.103,.065,.411,.000,,.383,.533,.273,.286,.273,,,.610,,,.112,9,,,,,0,0
345,Brian Shaw,PG,36,LAL,72,900,.387,17.9,,.582,.103,.123,.092,.261,.418,,.414,.630,.219,.292,.471,.349,,.603,.921,,.000,0,,.092,.200,,3,0
346,Paul Shirley,PF,25,ATL,2,5,.000,6.7,,1.000,.250,.500,.000,.250,.000,,.000,.000,.000,,.000,,,,,,.000,0,,,,,0,0
347,Bobby Simmons,SG,22,WAS,36,378,.393,12.5,,.955,.259,.107,.098,.491,.045,,.411,.483,.167,.455,.418,.000,,.568,,,.009,1,,.400,.000,,0,0
348,Brian Skinner,PF,26,PHI,77,1381,.550,3.4,,1.000,.592,.305,.094,.009,.000,,.550,.648,.436,.323,.333,,,.665,,,.139,44,,,,,0,0
349,Reggie Slater,PF,32,MIN,26,141,.540,2.5,,1.000,.720,.200,.020,.060,.000,,.540,.639,.300,.000,.333,,,.741,,,.120,6,,,,,0,0
350,Tamar Slay,SG,22,NJN,36,274,.379,13.7,,.757,.282,.068,.117,.291,.243,,.410,.483,.571,.417,.300,.280,,.438,.857,,.029,3,,.200,.200,,1,0
351,Charles Smith,SG,27,POR,3,13,.250,14.7,,.750,.250,.000,.250,.250,.250,,.333,1.000,,.000,.000,.000,,1.000,,,.000,0,,.000,,,0,0
352,Joe Smith,SF,27,MIN,54,1117,.460,9.1,,.994,.360,.171,.140,.323,.006,,.463,.576,.304,.435,.434,.000,,.675,,,.082,25,,.000,,,0,0
353,Steve Smith,SG,33,SAS,53,1032,.388,15.7,,.595,.158,.151,.120,.165,.405,,.428,.609,.523,.286,.271,.331,,.446,.923,,.021,6,,.492,.293,,0,0
354,Eric Snow,PG,29,PHI,82,3108,.452,10.0,,.960,.344,.084,.310,.222,.040,,.462,.556,.343,.407,.435,.219,,.565,.857,,.000,0,,.156,.200,,1,0
355,Latrell Sprewell,SF,32,NYK,74,2859,.403,15.5,,.681,.143,.124,.185,.228,.319,,.417,.559,.371,.411,.358,.372,,.300,.821,,.013,14,,.314,.478,,0,0
356,Jerry Stackhouse,SG,28,WAS,70,2747,.409,13.9,,.796,.197,.120,.204,.275,.204,,.439,.637,.347,.371,.388,.290,,.474,.845,,.036,42,,.376,.272,,0,0
357,Vladimir Stepania,C,26,MIA,79,1594,.433,6.4,,1.000,.487,.225,.091,.197,.000,,.433,.563,.323,.231,.333,,,.605,,,.061,23,,,,,0,0
358,DeShawn Stevenson,SG,21,UTA,61,760,.401,12.5,,.958,.278,.067,.127,.486,.042,,.404,.506,.105,.417,.384,.333,,.764,.750,,.070,20,,.333,.250,,0,0
359,Michael Stewart,PF,27,CLE,47,251,.378,5.2,,1.000,.514,.216,.216,.054,.000,,.378,.579,.125,.250,.000,,,.571,,,.081,3,,,,,0,0
360,John Stockton*,PG,40,UTA,82,2275,.483,12.4,,.875,.306,.069,.153,.347,.125,,.500,.587,.386,.490,.450,.363,,.500,.621,,.000,0,,.088,.429,,1,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
361,Peja Stojaković,SF,25,SAC,72,2450,.481,15.9,,.607,.229,.061,.085,.232,.393,,.545,.730,.397,.455,.433,.382,,.652,.890,,.026,26,,.308,.464,,6,0
362,Damon Stoudamire,PG,29,POR,59,1315,.376,15.9,,.725,.159,.128,.087,.352,.275,,.372,.500,.321,.278,.356,.386,,.384,.886,,.000,0,,.211,.375,,0,0
363,Amar'e Stoudemire,PF,20,PHO,82,2570,.472,4.1,,.988,.558,.320,.089,.020,.012,,.476,.579,.376,.270,.118,.200,,.554,.500,,.193,140,,.300,.333,,4,0
364,Erick Strickland,SG,29,IND,71,1275,.429,16.6,,.579,.200,.066,.116,.197,.421,,.459,.618,.200,.409,.413,.388,,.495,.887,,.000,0,,.169,.333,,0,0
365,Mark Strickland,SF,32,DAL,4,13,.400,3.0,,1.000,.800,.000,.200,.000,.000,,.400,.500,,.000,,,,.500,,,.200,1,,,,,0,0
366,Rod Strickland,PG,36,MIN,47,956,.432,12.3,,.960,.237,.122,.191,.410,.040,,.446,.606,.412,.453,.360,.091,,.311,1.000,,.000,0,,.091,.000,,1,0
367,Bruno Šundov,C,22,BOS,26,138,.250,14.0,,.714,.196,.179,.125,.214,.286,,.250,.727,.000,.143,.083,.250,,.800,1.000,,.054,3,,.000,,,0,0
