Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
356,Taze Moore,SG,25,POR,4,0,40,9.9,23.5,.421,1.2,8.6,.143,8.6,14.8,.583,1.2,2.5,.500,4.9,4.9,9.9,6.2,2.5,0.0,3.7,4.9,22.2,,98,117
357,Wendell Moore Jr.,SG,22,MIN,25,0,75,5.9,11.9,.500,0.0,4.0,.000,5.9,7.9,.750,0.0,0.0,,0.0,7.9,7.9,4.0,3.3,0.7,2.6,3.3,11.9,,92,106
358,Ja Morant,PG,24,MEM,9,9,318,12.3,26.1,.471,2.2,7.8,.275,10.1,18.3,.555,8.0,9.8,.813,0.9,6.8,7.7,11.2,1.1,0.8,4.2,2.9,34.7,,116,116
359,Marcus Morris,PF,34,TOT,49,7,817,7.0,15.9,.439,2.9,7.2,.403,4.1,8.7,.469,2.2,2.7,.818,1.4,6.7,8.1,2.2,0.9,0.8,1.8,4.5,19.1,,109,116
359,Marcus Morris,PF,34,PHI,37,7,637,7.0,15.8,.439,2.8,7.0,.400,4.2,8.9,.470,2.4,2.8,.861,1.4,7.0,8.4,2.0,1.0,0.8,1.5,4.7,19.1,,112,116
359,Marcus Morris,PF,34,CLE,12,0,180,7.1,16.2,.441,3.3,8.0,.414,3.8,8.2,.467,1.4,2.2,.625,1.4,5.5,6.9,2.7,0.5,0.5,3.0,3.6,18.9,,100,116
360,Markieff Morris,PF,34,DAL,26,1,216,5.1,15.1,.338,3.3,9.3,.357,1.8,5.8,.308,1.1,1.3,.833,0.9,7.8,8.7,3.6,1.1,0.7,2.7,2.7,14.7,,92,116
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
361,Monte Morris,PG,28,TOT,33,0,476,6.4,15.8,.405,2.8,7.2,.386,3.6,8.6,.422,1.3,2.0,.684,0.7,5.2,5.9,7.1,2.0,0.9,0.7,1.4,17.0,,118,111
361,Monte Morris,PG,28,DET,6,0,68,8.5,23.3,.364,1.4,7.8,.182,7.1,15.6,.455,0.7,1.4,.500,1.4,7.1,8.5,5.7,0.7,0.7,1.4,0.7,19.1,,91,120
361,Monte Morris,PG,28,MIN,27,0,408,6.1,14.5,.417,3.0,7.1,.424,3.0,7.4,.410,1.5,2.1,.706,0.6,4.8,5.5,7.4,2.2,1.0,0.6,1.6,16.6,,125,110
362,Trey Murphy III,SF,23,NOP,57,23,1690,8.0,18.0,.443,4.9,12.9,.380,3.1,5.1,.602,3.6,4.4,.815,1.2,6.9,8.1,3.6,1.5,0.8,1.0,2.0,24.4,,127,114
363,Dejounte Murray,SG,27,ATL,78,78,2783,11.6,25.2,.459,3.5,9.5,.363,8.1,15.7,.518,3.6,4.5,.794,1.1,6.1,7.2,8.7,1.9,0.4,3.5,2.4,30.2,,114,119
364,Jamal Murray,PG,26,DEN,59,59,1861,12.6,26.3,.481,3.9,9.1,.425,8.8,17.2,.510,4.2,4.9,.853,1.1,5.3,6.4,10.2,1.5,1.0,3.3,2.8,33.3,,119,114
365,Keegan Murray,SF,23,SAC,77,77,2588,8.3,18.3,.454,3.4,9.6,.358,4.9,8.7,.560,1.9,2.3,.831,2.0,5.9,7.9,2.4,1.5,1.1,1.2,3.8,22.0,,117,116
366,Kris Murray,SF,23,POR,62,29,1348,5.3,13.4,.396,1.8,6.7,.268,3.5,6.7,.525,1.4,2.1,.661,3.1,5.1,8.2,2.9,1.9,0.8,2.0,3.4,13.8,,103,118
367,Mike Muscala,C,32,TOT,53,6,600,4.4,12.3,.359,2.2,7.6,.292,2.2,4.7,.467,1.3,2.0,.680,3.1,6.8,9.9,2.8,0.7,1.0,1.7,4.1,12.4,,102,120
367,Mike Muscala,C,32,WAS,24,2,338,4.6,12.5,.367,1.9,7.1,.275,2.6,5.4,.487,2.1,2.8,.750,3.0,7.3,10.4,3.0,0.7,1.0,2.2,4.3,13.1,,100,121
367,Mike Muscala,C,32,DET,13,4,171,4.2,12.4,.341,3.7,9.6,.382,0.6,2.8,.200,0.6,1.1,.500,2.8,5.3,8.2,2.8,0.8,1.4,0.6,3.7,12.7,,114,120
367,Mike Muscala,C,32,OKC,16,0,91,4.2,11.6,.364,0.5,5.8,.091,3.7,5.8,.636,0.0,0.5,.000,3.7,7.4,11.1,2.1,0.5,0.5,2.1,4.2,9.0,,88,115
368,Svi Mykhailiuk,SF,26,BOS,41,2,413,6.8,16.4,.416,5.0,12.9,.389,1.8,3.5,.517,0.7,1.1,.667,1.3,4.8,6.1,4.2,1.3,0.1,1.4,2.3,19.4,,119,115
369,Larry Nance Jr.,C,31,NOP,61,0,1216,5.6,9.7,.573,1.1,2.6,.415,4.5,7.1,.631,1.9,2.5,.770,3.8,8.6,12.4,4.6,2.5,0.8,2.0,4.0,14.1,,131,111
370,Pete Nance,PF,23,CLE,8,0,27,1.8,11.0,.167,1.8,1.8,1.000,0.0,9.1,.000,0.0,3.7,.000,0.0,5.5,5.5,0.0,1.8,0.0,1.8,3.7,5.5,,40,114
371,Andrew Nembhard,PG,24,IND,68,47,1697,7.2,14.5,.498,1.7,4.8,.357,5.5,9.8,.567,1.3,1.6,.804,1.0,2.9,3.9,7.8,1.8,0.2,2.8,4.0,17.4,,114,121
372,Aaron Nesmith,SF,24,IND,72,47,1995,7.4,15.0,.496,3.3,7.9,.419,4.1,7.1,.581,2.5,3.2,.781,1.5,5.0,6.5,2.6,1.5,1.2,1.5,5.7,20.7,,123,119
373,Georges Niang,PF,30,CLE,82,10,1831,7.7,17.1,.449,4.0,10.7,.376,3.6,6.4,.572,1.4,1.6,.850,0.6,6.9,7.5,2.6,0.8,0.5,1.9,5.2,20.7,,109,115
374,Daishen Nix,PG,21,MIN,15,0,50,8.9,23.7,.375,5.9,16.8,.353,3.0,6.9,.429,3.0,5.9,.500,1.0,2.0,3.0,5.9,4.9,0.0,4.9,2.0,26.7,,95,106
375,Zeke Nnaji,PF,23,DEN,58,0,576,5.9,12.8,.463,0.5,2.0,.261,5.4,10.8,.500,3.6,5.3,.677,5.2,5.6,10.8,2.8,1.3,3.3,2.3,7.0,16.0,,113,112
376,Jaylen Nowell,SG,24,TOT,13,1,214,7.7,17.7,.436,1.4,6.6,.207,6.4,11.1,.571,1.6,2.0,.778,1.4,4.1,5.5,4.3,0.9,0.5,1.6,3.4,18.4,,104,120
376,Jaylen Nowell,SG,24,MEM,9,1,156,6.9,17.2,.400,1.3,7.2,.174,5.6,10.0,.563,0.9,0.9,1.000,0.9,3.4,4.4,5.0,0.9,0.0,1.6,4.1,16.0,,98,120
376,Jaylen Nowell,SG,24,DET,4,0,58,10.0,19.1,.522,1.7,5.0,.333,8.3,14.1,.588,3.3,5.0,.667,2.5,5.8,8.3,2.5,0.8,1.7,1.7,1.7,24.9,,116,120
377,Markquis Nowell,SG,24,TOR,1,0,4,0.0,12.1,.000,0.0,0.0,,0.0,12.1,.000,24.1,24.1,1.000,24.1,0.0,24.1,24.1,12.1,0.0,0.0,0.0,24.1,,169,100
378,Frank Ntilikina,PG,25,CHO,5,0,43,1.1,10.3,.111,1.1,9.2,.125,0.0,1.1,.000,2.3,2.3,1.000,1.1,5.7,6.9,4.6,0.0,0.0,1.1,4.6,5.7,,75,125
379,Jusuf Nurkić,C,29,PHO,76,76,2078,7.5,14.7,.510,0.5,2.1,.244,7.0,12.6,.555,3.9,6.1,.640,5.3,14.4,19.7,7.1,1.9,1.9,4.1,6.0,19.5,,114,108
380,Jordan Nwora,SF,25,TOT,52,1,712,9.3,20.2,.462,3.0,8.8,.336,6.3,11.3,.560,3.0,3.6,.830,1.9,8.2,10.0,4.2,1.8,0.9,3.6,3.2,24.5,,105,117
380,Jordan Nwora,SF,25,IND,18,0,183,9.5,21.1,.451,2.8,9.3,.306,6.7,11.9,.565,2.3,2.8,.818,2.1,6.4,8.5,4.6,1.5,0.3,3.1,4.9,24.2,,106,119
380,Jordan Nwora,SF,25,TOR,34,1,529,9.2,19.8,.465,3.0,8.7,.347,6.2,11.1,.557,3.2,3.8,.833,1.8,8.8,10.6,4.0,1.8,1.1,3.7,2.6,24.6,,105,117
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
381,Royce O'Neale,SF,30,TOT,79,14,1954,5.4,13.6,.397,3.9,10.6,.370,1.5,2.9,.496,0.6,0.9,.686,1.5,8.0,9.5,5.5,1.5,1.1,1.8,4.4,15.3,,115,115
381,Royce O'Neale,SF,30,BRK,49,6,1202,5.2,13.4,.388,4.0,10.9,.366,1.2,2.5,.483,0.6,0.9,.682,1.6,7.5,9.1,5.6,1.3,1.2,2.1,4.9,15.0,,112,116
381,Royce O'Neale,SF,30,PHO,30,8,752,5.7,13.9,.411,3.8,10.2,.376,1.9,3.7,.509,0.6,0.8,.692,1.4,8.7,10.1,5.3,1.8,1.0,1.4,3.5,15.8,,119,113
382,Chuma Okeke,SF,25,ORL,47,8,432,4.6,12.8,.357,2.6,9.4,.280,1.9,3.4,.567,0.5,0.8,.571,2.1,7.1,9.2,2.3,1.0,0.8,1.8,2.2,12.3,,97,113
383,Josh Okogie,SG,25,PHO,60,11,960,4.4,10.5,.417,1.5,4.8,.309,2.9,5.7,.509,3.9,5.2,.745,3.8,4.1,7.8,3.3,2.4,1.2,1.8,3.5,14.1,,119,114
384,Onyeka Okongwu,C,23,ATL,55,8,1405,7.6,12.5,.611,0.8,2.4,.333,6.8,10.1,.676,3.1,4.0,.793,4.9,7.9,12.8,2.5,0.9,2.0,1.5,5.5,19.2,,138,118
385,Isaac Okoro,SF,23,CLE,69,42,1887,6.2,12.6,.490,2.2,5.6,.391,4.0,6.9,.570,2.4,3.6,.679,1.8,3.6,5.4,3.5,1.5,0.9,1.4,3.7,16.9,,121,115
386,Kelly Olynyk,C,32,TOT,78,27,1759,7.6,13.6,.555,1.6,4.3,.387,5.9,9.4,.632,4.1,4.9,.833,3.0,8.3,11.3,9.5,2.0,0.8,4.2,6.3,20.9,,124,118
386,Kelly Olynyk,C,32,UTA,50,8,1019,6.9,12.2,.562,1.7,4.0,.429,5.2,8.2,.626,3.8,4.5,.842,3.0,9.0,12.0,10.4,1.8,0.6,3.8,6.3,19.2,,130,119
386,Kelly Olynyk,C,32,TOR,28,19,740,8.5,15.6,.548,1.6,4.6,.338,7.0,11.0,.637,4.6,5.5,.824,2.9,7.3,10.2,8.4,2.4,1.2,4.6,6.4,23.2,,118,116
387,Eugene Omoruyi,SF,26,WAS,43,0,393,9.6,19.9,.485,1.5,5.5,.283,8.1,14.4,.562,3.8,5.8,.653,4.2,5.9,10.1,4.2,3.2,0.6,2.5,7.4,24.6,,111,116
388,Cedi Osman,SF,28,SAS,72,3,1269,6.9,14.4,.479,3.2,8.3,.389,3.7,6.1,.601,1.3,1.9,.673,0.9,5.8,6.7,4.5,1.3,0.4,1.8,4.0,18.3,,115,118
389,Kelly Oubre Jr.,SF,28,PHI,68,52,2055,9.3,21.0,.441,2.4,7.8,.311,6.8,13.2,.517,4.2,5.6,.750,2.3,5.9,8.2,2.4,1.8,1.1,2.1,4.6,25.1,,109,114
390,Chris Paul,PG,38,GSW,58,18,1531,6.5,14.8,.441,2.5,6.6,.371,4.0,8.1,.498,1.4,1.6,.827,0.6,6.5,7.1,12.4,2.2,0.2,2.4,3.4,16.8,,124,115
391,Cameron Payne,PG,29,TOT,78,10,1304,7.7,17.9,.432,3.9,9.9,.390,3.9,8.0,.486,2.2,2.5,.866,0.8,3.6,4.4,7.6,1.6,0.4,2.5,4.7,21.5,,116,118
391,Cameron Payne,PG,29,MIL,47,2,702,6.9,15.2,.455,3.6,9.0,.397,3.4,6.2,.538,2.5,3.0,.841,0.3,3.9,4.2,7.5,1.5,0.2,2.1,5.0,19.9,,122,118
391,Cameron Payne,PG,29,PHI,31,8,602,8.7,21.2,.413,4.3,11.1,.382,4.5,10.1,.447,1.7,1.9,.913,1.3,3.2,4.5,7.8,1.6,0.7,2.9,4.3,23.5,,111,117
392,Gary Payton II,SG,31,GSW,44,0,680,7.3,13.0,.563,1.4,3.9,.364,5.9,9.1,.648,1.0,1.6,.609,3.3,4.8,8.0,3.4,2.8,1.3,1.9,5.5,17.1,,123,113
393,Mãozinha Pereira,SF,23,MEM,7,1,122,7.2,14.0,.514,2.0,5.2,.385,5.2,8.8,.591,2.8,4.0,.700,4.4,10.4,14.8,0.8,2.4,1.6,2.0,4.0,19.2,,117,110
394,Drew Peterson,PF,24,BOS,3,0,23,8.6,12.9,.667,6.4,10.7,.600,2.1,2.1,1.000,0.0,0.0,,0.0,2.1,2.1,2.1,4.3,0.0,2.1,2.1,23.6,,144,110
395,Filip Petrušev,C,23,TOT,3,0,10,4.9,9.8,.500,0.0,0.0,,4.9,9.8,.500,4.9,9.8,.500,0.0,4.9,4.9,0.0,0.0,0.0,0.0,4.9,14.6,,108,120
395,Filip Petrušev,C,23,PHI,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,16.4,16.4,0.0,0.0,0.0,0.0,0.0,0.0,,,113
395,Filip Petrušev,C,23,SAC,2,0,7,6.9,13.9,.500,0.0,0.0,,6.9,13.9,.500,6.9,13.9,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,20.8,,108,123
396,Julian Phillips,SF,20,CHI,40,0,323,4.9,11.9,.416,1.9,5.9,.316,3.1,6.0,.513,2.0,2.9,.684,1.9,3.7,5.6,2.0,1.1,1.1,1.5,6.2,13.7,,107,119
397,Jalen Pickett,SG,24,DEN,27,0,122,6.1,14.2,.429,3.7,10.2,.360,2.4,4.1,.600,1.2,1.6,.750,0.4,5.3,5.7,8.5,1.6,0.0,3.7,5.3,17.1,,109,115
398,Scotty Pippen Jr.,PG,23,MEM,21,16,527,9.3,18.8,.493,2.8,6.7,.417,6.5,12.2,.534,3.8,5.1,.745,2.0,4.2,6.2,9.1,3.3,0.9,5.2,5.6,25.1,,110,112
399,Mason Plumlee,C,33,LAC,46,11,674,6.4,11.2,.569,0.0,0.4,.000,6.4,10.8,.592,5.1,7.3,.707,4.4,12.7,17.1,4.0,1.0,1.2,2.6,5.0,17.9,,125,113
400,Brandin Podziemski,SG,20,GSW,74,28,1968,6.7,14.7,.454,2.2,5.8,.385,4.5,8.9,.499,1.2,1.9,.633,2.9,7.6,10.5,6.7,1.5,0.3,2.2,3.0,16.8,,118,115
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
401,Jakob Poeltl,C,28,TOR,50,50,1319,9.1,13.8,.656,0.0,0.0,,9.1,13.8,.656,2.2,3.9,.551,5.3,10.4,15.7,4.6,1.3,2.8,2.8,5.5,20.3,,125,115
402,Aleksej Pokusevski,PF,22,TOT,28,0,405,5.9,14.7,.405,2.2,6.7,.327,3.8,8.0,.470,3.6,5.0,.732,2.1,8.7,10.8,4.2,1.8,1.6,2.3,2.7,17.7,,107,116
402,Aleksej Pokusevski,PF,22,OKC,10,0,60,3.2,12.8,.250,1.6,8.8,.182,1.6,4.0,.400,1.6,3.2,.500,1.6,6.4,8.0,4.0,0.8,0.8,2.4,4.0,9.6,,79,115
402,Aleksej Pokusevski,PF,22,CHO,18,0,345,6.4,15.0,.429,2.3,6.3,.364,4.1,8.7,.475,4.0,5.3,.757,2.1,9.2,11.3,4.3,2.0,1.7,2.3,2.4,19.2,,111,116
403,Jordan Poole,SG,24,WAS,78,66,2346,9.8,23.6,.413,3.7,11.2,.326,6.1,12.4,.492,3.8,4.4,.877,0.6,3.6,4.2,6.8,1.7,0.5,3.7,4.9,27.0,,102,121
404,Craig Porter Jr.,PG,23,CLE,51,6,649,8.8,17.4,.509,0.9,2.6,.353,7.9,14.8,.536,3.1,4.3,.732,1.6,6.7,8.3,9.0,1.6,1.1,3.4,3.0,21.7,,114,113
405,Jontay Porter,PF,24,TOR,26,5,360,5.4,14.0,.385,2.7,8.0,.333,2.7,5.9,.455,2.0,2.4,.833,3.5,7.5,11.0,8.0,2.7,2.7,2.8,4.7,15.4,,112,114
406,Michael Porter Jr.,SF,25,DEN,81,81,2565,10.1,20.9,.484,4.3,10.7,.397,5.8,10.1,.575,1.8,2.1,.836,2.0,8.9,10.9,2.4,0.8,1.0,1.8,2.9,26.2,,117,114
407,Otto Porter Jr.,SF,30,TOR,15,1,174,3.9,9.2,.424,2.2,6.4,.348,1.7,2.8,.600,0.8,0.8,1.000,1.7,6.4,8.0,2.2,1.4,1.4,0.6,5.3,10.8,,123,119
408,Bobby Portis,PF,28,MIL,82,4,2008,11.2,22.0,.508,2.4,5.9,.407,8.8,16.1,.545,2.3,3.0,.790,3.4,11.1,14.5,2.5,1.6,0.8,2.2,4.5,27.0,,115,113
409,Kristaps Porziņģis,C,28,BOS,57,57,1690,11.3,22.0,.516,3.2,8.6,.375,8.1,13.4,.606,7.6,8.8,.858,2.8,9.1,12.0,3.4,1.2,3.2,2.6,4.6,33.5,,128,109
410,Micah Potter,PF,25,UTA,16,0,186,4.9,10.4,.475,2.3,5.4,.429,2.6,4.9,.526,1.6,2.1,.750,2.6,8.6,11.2,1.6,1.0,1.6,1.3,3.6,13.7,,123,120
411,Dwight Powell,C,32,DAL,63,9,836,4.1,6.1,.679,0.1,0.2,.333,4.1,5.9,.689,3.6,5.1,.708,5.6,6.7,12.3,4.8,1.5,1.1,1.8,6.5,11.9,,147,115
412,Norman Powell,SG,30,LAC,76,3,1990,9.3,19.1,.486,4.1,9.5,.435,5.1,9.5,.536,3.5,4.3,.831,0.4,4.4,4.8,2.0,1.1,0.5,1.6,3.4,26.2,,120,119
413,Jason Preston,PG,24,UTA,7,0,71,4.1,12.9,.316,0.0,2.0,.000,4.1,10.9,.375,0.0,0.0,,4.1,7.5,11.6,10.9,1.4,0.7,1.4,2.0,8.2,,107,121
414,Joshua Primo,SG,21,LAC,2,0,10,4.9,14.8,.333,0.0,4.9,.000,4.9,9.9,.500,0.0,0.0,,4.9,0.0,4.9,0.0,0.0,4.9,19.7,0.0,9.9,,37,119
415,Taurean Prince,PF,29,LAL,78,49,2108,5.7,12.9,.442,3.2,8.0,.396,2.5,4.9,.519,1.1,1.5,.735,0.5,4.7,5.2,2.7,1.3,0.8,1.6,3.3,15.7,,108,118
416,Payton Pritchard,PG,26,BOS,82,5,1825,8.0,17.2,.468,4.0,10.3,.385,4.1,6.8,.593,1.2,1.5,.821,1.9,5.3,7.2,7.6,1.1,0.2,1.7,2.9,21.3,,129,115
417,Olivier-Maxence Prosper,PF,21,DAL,40,1,336,5.7,14.8,.385,1.9,6.4,.289,3.9,8.4,.458,4.0,5.9,.683,3.6,7.7,11.3,3.1,1.0,0.6,1.1,2.9,17.3,,113,116
418,Trevelin Queen,SG,26,ORL,14,0,165,4.2,11.4,.368,0.9,5.1,.176,3.3,6.3,.524,2.7,3.6,.750,0.9,5.1,6.0,5.4,2.1,1.5,2.1,4.5,12.0,,101,111
419,Neemias Queta,C,24,BOS,28,0,333,9.9,15.4,.644,0.0,0.0,,9.9,15.4,.644,3.0,4.2,.714,7.9,10.2,18.1,3.0,1.9,3.1,1.9,7.4,22.8,,139,106
420,Immanuel Quickley,PG-SG,24,TOT,68,38,1985,9.6,22.1,.434,4.2,10.7,.395,5.4,11.4,.471,5.2,6.1,.853,0.4,6.0,6.4,8.2,1.2,0.2,2.5,2.9,28.6,,119,119
420,Immanuel Quickley,SG,24,NYK,30,0,720,10.6,23.5,.454,4.5,11.3,.395,6.2,12.1,.509,5.7,6.6,.872,0.4,5.0,5.4,5.2,1.1,0.2,2.2,3.1,31.5,,123,117
420,Immanuel Quickley,PG,24,TOR,38,38,1265,9.0,21.3,.422,4.1,10.3,.395,4.9,11.0,.448,4.8,5.8,.841,0.5,6.5,6.9,9.8,1.3,0.3,2.7,2.9,27.0,,117,120
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
421,Lester Quinones,SG,23,GSW,37,0,394,6.9,17.3,.397,3.9,10.8,.364,2.9,6.5,.453,2.5,3.6,.690,2.6,6.3,8.8,4.4,0.7,0.2,2.1,5.4,20.1,,113,118
422,Jahmi'us Ramsey,SG,22,TOR,7,1,121,7.2,16.4,.439,2.4,8.8,.273,4.8,7.6,.632,2.0,2.4,.833,1.6,7.2,8.8,3.2,2.8,0.0,2.8,4.0,18.8,,102,117
423,Julius Randle,PF,29,NYK,46,46,1630,12.2,25.9,.472,2.4,7.5,.311,9.9,18.3,.539,7.3,9.3,.781,3.1,10.0,13.1,7.1,0.8,0.4,4.9,3.9,34.1,,113,114
424,Duop Reath,C,27,POR,68,20,1214,9.4,20.3,.461,3.6,10.0,.359,5.8,10.3,.559,2.8,3.8,.742,3.8,6.4,10.2,2.7,1.3,1.5,2.1,6.5,25.1,,116,117
425,Austin Reaves,SG,25,LAL,82,57,2629,8.3,17.0,.486,2.8,7.6,.367,5.5,9.4,.583,4.2,4.9,.853,1.0,5.3,6.4,8.1,1.2,0.5,3.1,2.8,23.5,,119,118
426,Cam Reddish,SF,24,LAL,48,26,984,4.4,11.3,.389,1.8,5.3,.336,2.6,6.0,.435,2.0,2.6,.759,1.3,3.5,4.8,2.3,2.3,0.7,1.5,3.1,12.6,,102,116
427,Paul Reed,C,24,PHI,82,24,1590,8.0,14.9,.540,0.6,1.8,.368,7.4,13.1,.563,1.9,2.6,.718,6.0,9.1,15.1,3.4,2.1,2.6,2.1,6.1,18.6,,123,110
428,Naz Reid,C,24,MIN,81,14,1964,10.2,21.4,.477,4.3,10.3,.414,6.0,11.1,.535,2.7,3.7,.736,1.8,8.8,10.6,2.7,1.6,1.8,2.8,4.3,27.4,,111,107
429,Jared Rhoden,SG,24,DET,17,0,245,6.5,13.0,.500,2.4,6.1,.387,4.1,6.9,.600,1.0,1.6,.625,0.6,5.9,6.5,2.7,0.6,2.6,1.4,5.5,16.3,,115,119
430,Nick Richards,C,26,CHO,67,51,1759,7.3,10.5,.691,0.0,0.0,.000,7.3,10.5,.693,3.7,5.0,.737,4.8,10.3,15.1,1.5,0.7,2.1,2.0,4.9,18.3,,134,118
431,Josh Richardson,SG,30,MIA,43,6,1103,7.0,15.7,.444,3.0,8.6,.347,4.0,7.1,.561,2.3,2.4,.944,0.8,4.7,5.5,4.7,1.1,0.6,1.6,3.4,19.2,,115,115
432,Duncan Robinson,SF,29,MIA,68,36,1905,8.0,17.7,.450,4.9,12.4,.395,3.1,5.3,.579,2.1,2.4,.889,0.4,4.1,4.5,5.0,1.2,0.4,2.5,4.3,22.9,,114,115
433,Jerome Robinson,SG,26,GSW,22,0,81,6.6,19.7,.333,1.2,10.2,.118,5.4,9.6,.563,4.2,6.6,.636,0.6,3.0,3.6,3.0,0.6,1.8,1.2,3.0,18.5,,92,118
434,Mitchell Robinson,C,25,NYK,31,21,768,4.8,8.3,.575,0.0,0.0,,4.8,8.3,.575,1.8,4.3,.409,9.3,7.9,17.3,1.2,2.4,2.3,1.6,3.6,11.4,,128,109
435,Orlando Robinson,C,23,MIA,36,7,304,5.9,11.8,.500,1.3,2.5,.533,4.6,9.4,.491,3.1,4.1,.760,4.6,9.2,13.8,5.6,1.1,1.3,3.0,5.7,16.2,,120,111
436,Jeremiah Robinson-Earl,PF,23,NOP,39,1,334,6.6,13.9,.474,1.9,5.7,.333,4.7,8.2,.571,1.8,2.3,.750,3.4,7.8,11.2,3.1,1.5,0.6,2.3,3.5,16.9,,112,113
437,David Roddy,PF,22,TOT,65,13,1177,6.9,17.0,.403,2.0,6.8,.293,4.9,10.2,.478,2.0,2.8,.691,2.2,6.6,8.8,3.3,1.1,0.5,2.4,3.0,17.6,,98,117
437,David Roddy,PF,22,MEM,48,13,1114,6.8,16.9,.402,2.1,6.8,.301,4.7,10.1,.470,2.0,2.9,.687,2.2,6.5,8.8,3.3,1.1,0.5,2.4,3.0,17.7,,98,117
437,David Roddy,PF,22,PHO,17,0,63,7.8,17.8,.435,0.8,6.2,.125,7.0,11.6,.600,0.8,0.8,1.000,1.6,7.0,8.5,3.1,1.6,0.0,2.3,3.1,17.1,,95,116
438,Ryan Rollins,PG,21,TOT,13,0,78,8.4,16.3,.519,1.8,2.4,.750,6.6,13.8,.478,7.8,10.2,.765,1.2,6.6,7.8,8.4,6.0,1.8,4.8,4.8,26.5,,116,108
438,Ryan Rollins,PG,21,WAS,10,0,66,9.2,17.7,.520,1.4,2.1,.667,7.8,15.6,.500,9.2,12.0,.765,1.4,6.4,7.8,7.8,5.7,2.1,5.0,5.0,29.0,,115,109
438,Ryan Rollins,PG,21,MIL,3,0,12,4.0,8.0,.500,4.0,4.0,1.000,0.0,4.0,.000,0.0,0.0,,0.0,8.0,8.0,12.0,8.0,0.0,4.0,4.0,12.0,,127,102
439,Derrick Rose,PG,35,MEM,24,7,399,9.3,20.2,.461,1.8,5.0,.366,7.5,15.2,.492,2.9,3.3,.889,0.9,4.7,5.5,9.6,1.0,0.2,3.8,2.6,23.4,,108,119
440,Terry Rozier,PG-SG,29,TOT,61,60,2040,10.7,24.3,.443,3.6,10.0,.363,7.1,14.3,.498,4.2,4.8,.869,0.9,5.2,6.0,8.3,1.5,0.5,2.6,2.5,29.3,,114,118
440,Terry Rozier,SG,29,CHO,30,30,1065,11.7,25.4,.459,3.8,10.8,.358,7.8,14.7,.533,5.1,6.0,.845,0.8,4.6,5.4,9.2,1.5,0.6,3.0,2.4,32.3,,116,121
440,Terry Rozier,PG,29,MIA,31,30,975,9.7,23.0,.423,3.4,9.1,.371,6.3,13.9,.458,3.2,3.5,.913,0.9,5.7,6.7,7.4,1.6,0.5,2.1,2.5,26.0,,111,113
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
441,Rayan Rupert,SG,19,POR,39,12,633,4.2,12.6,.335,2.2,6.1,.359,2.0,6.5,.313,1.5,2.0,.760,1.9,5.3,7.2,4.8,0.9,0.2,2.4,4.4,12.1,,98,120
442,D'Angelo Russell,PG,27,LAL,76,69,2484,9.4,20.7,.456,4.3,10.4,.415,5.1,10.2,.497,3.0,3.7,.828,0.5,4.0,4.5,9.2,1.3,0.7,3.0,3.0,26.2,,116,118
443,Matt Ryan,SF,26,NOP,28,1,390,6.2,14.2,.434,5.2,11.4,.451,1.0,2.8,.364,1.6,1.8,.929,0.8,4.3,5.0,2.3,0.8,0.1,2.4,4.0,19.1,,113,118
444,Domantas Sabonis,C,27,SAC,82,82,2928,10.5,17.7,.594,0.5,1.4,.379,10.0,16.3,.613,4.8,6.9,.704,4.9,13.7,18.6,11.2,1.2,0.8,4.5,4.1,26.4,,127,112
445,Luka Šamanić,PF,24,UTA,43,7,404,7.2,18.9,.380,1.6,7.6,.203,5.6,11.2,.500,5.3,6.7,.786,2.6,9.6,12.2,2.3,0.6,0.8,3.3,3.8,21.1,,97,121
